sensor_2,sensor_3,sensor_4,sensor_7,sensor_11,sensor_15,RUL,failure_soon
641.497,1605.246,1419.585,540.485,48.379,8.513,34,0
640.946,1593.519,1419.586,552.034,47.79,8.583,35,0
645.255,1586.462,1408.566,550.333,47.875,8.768,54,0
643.583,1581.999,1418.752,550.735,48.105,8.448,96,0
642.007,1595.417,1419.111,548.268,47.572,8.53,18,1
639.779,1593.832,1390.636,549.732,47.451,8.316,115,0
645.208,1606.414,1433.15,547.569,48.3,8.766,10,1
645.437,1588.304,1408.413,556.205,48.23,8.423,92,0
643.081,1595.139,1401.225,556.628,47.825,8.856,108,0
643.559,1604.536,1418.491,551.139,47.201,8.56,17,1
644.15,1592.98,1418.62,547.318,47.483,8.595,36,0
639.628,1602.63,1402.665,555.051,47.382,8.508,78,0
645.668,1589.367,1397.437,550.337,49.325,8.612,41,0
646.804,1611.718,1418.057,547.483,47.685,8.694,17,1
641.266,1583.722,1412.282,551.761,47.547,8.454,83,0
641.894,1596.701,1413.789,553.44,46.957,8.485,65,0
639.74,1580.506,1407.619,549.411,47.207,8.539,137,0
640.141,1584.46,1412.132,560.653,47.23,8.484,145,0
642.17,1599.579,1398.992,544.324,47.109,8.696,39,0
642.481,1602.119,1408.971,555.781,47.605,8.377,82,0
644.355,1579.718,1406.021,544.89,47.479,8.692,41,0
648.851,1601.325,1426.123,542.432,48.551,8.637,1,1
634.808,1584.508,1412.17,552.986,47.01,8.424,139,0
645.813,1595.335,1408.74,554.203,47.265,8.297,95,0
641.673,1585.692,1412.2,551.816,47.253,8.399,119,0
644.934,1589.759,1399.279,554.205,47.964,8.29,102,0
642.92,1600.242,1420.217,545.274,47.165,8.202,65,0
648.301,1595.223,1409.238,545.584,47.355,8.297,43,0
642.929,1595.066,1421.154,546.157,48.37,8.491,47,0
640.507,1585.91,1400.544,550.732,47.363,8.23,117,0
643.965,1588.891,1403.535,548.479,47.053,8.417,73,0
644.851,1600.223,1410.106,545.003,47.529,8.574,18,1
643.574,1587.352,1397.543,551.274,48.104,8.619,92,0
645.927,1589.178,1405.427,549.297,48.303,8.561,97,0
645.838,1583.634,1415.592,548.931,47.263,8.283,94,0
647.511,1599.718,1416.275,545.04,47.923,8.635,16,1
643.267,1599.973,1417.018,547.291,48.381,8.66,35,0
640.088,1585.357,1395.673,550.09,47.84,8.619,44,0
644.719,1585.209,1402.439,550.711,47.951,8.502,95,0
643.096,1588.312,1429.001,546.778,47.875,8.387,24,1
643.013,1586.416,1415.338,544.536,46.909,8.657,27,1
639.366,1585.682,1410.615,546.366,47.919,8.68,21,1
646.904,1600.895,1417.867,552.852,47.984,8.494,74,0
644.717,1585.88,1418.544,546.048,49.065,8.353,0,1
640.61,1586.209,1410.366,548.854,48.15,8.674,61,0
642.85,1592.018,1399.251,549.683,48.051,8.59,88,0
647.854,1581.268,1396.587,550.029,47.026,8.41,41,0
646.014,1593.73,1406.755,545.107,48.176,8.624,18,1
642.958,1582.655,1422.924,548.098,47.771,8.661,60,0
640.398,1588.531,1402.925,555.268,47.53,8.533,124,0
643.966,1591.321,1401.604,546.87,47.242,8.185,78,0
643.194,1590.318,1411.194,558.338,47.104,8.541,110,0
644.921,1583.348,1422.314,550.017,47.675,8.493,13,1
643.881,1601.033,1401.548,550.208,48.329,8.356,62,0
641.758,1595.539,1420.631,547.827,48.452,8.821,30,1
641.425,1592.889,1428.416,557.566,47.598,8.473,142,0
642.972,1579.984,1405.805,551.692,47.536,8.49,116,0
642.629,1597.806,1398.944,550.636,48.423,8.702,59,0
641.835,1593.235,1405.852,553.484,47.686,8.575,55,0
637.685,1591.408,1401.319,554.351,48.162,8.489,132,0
645.286,1583.681,1402.332,549.923,47.702,8.69,56,0
638.594,1587.516,1423.317,553.998,47.391,8.545,124,0
641.671,1583.727,1421.722,553.086,47.693,8.591,67,0
643.147,1581.322,1405.166,548.647,47.371,8.258,146,0
641.235,1586.283,1390.659,544.404,47.391,8.585,83,0
640.801,1596.092,1417.54,553.602,47.188,8.731,148,0
640.507,1591.439,1417.46,551.183,47.765,8.33,104,0
641.083,1576.895,1396.036,552.15,49.101,8.331,117,0
641.676,1597.277,1419.948,546.13,48.129,8.348,48,0
648.817,1604.562,1406.741,551.504,47.283,8.424,17,1
642.64,1595.344,1410.051,543.581,48.735,8.434,57,0
643.617,1599.7,1408.44,546.225,46.899,8.717,81,0
644.699,1601.709,1414.706,545.864,48.57,8.347,34,0
645.673,1573.086,1410.847,549.927,47.834,8.397,138,0
647.352,1586.826,1425.799,549.241,47.552,8.667,21,1
641.495,1591.394,1412.58,558.272,46.837,8.405,126,0
643.083,1578.17,1399.787,551.958,47.51,8.436,104,0
645.762,1590.836,1407.037,547.429,47.894,8.352,12,1
645.595,1579.399,1392.993,548.867,47.828,8.2,81,0
641.861,1595.445,1407.245,555.632,47.55,8.606,79,0
640.754,1570.57,1414.598,552.142,47.15,8.48,128,0
643.4,1591.11,1415.109,551.502,48.586,8.463,65,0
643.989,1585.189,1393.395,545.058,47.22,8.523,55,0
639.779,1589.535,1404.633,555.334,46.024,8.468,99,0
646.331,1584.309,1402.669,547.129,47.601,8.372,112,0
644.178,1583.105,1409.461,547.004,48.325,8.663,58,0
642.784,1603.925,1411.504,547.36,47.607,8.659,4,1
642.942,1571.345,1398.706,544.669,47.956,8.467,112,0
643.135,1595.906,1405.535,551.218,47.197,8.448,110,0
640.56,1597.661,1400.562,550.295,47.713,8.487,97,0
638.284,1605.258,1406.73,551.082,47.067,8.269,125,0
645.327,1599.468,1395.153,549.757,48.19,8.516,46,0
640.479,1591.471,1412.989,548.817,47.699,8.737,110,0
644.634,1594.304,1401.718,544.121,47.993,8.688,5,1
643.552,1587.125,1404.434,552.966,47.602,8.382,108,0
644.134,1596.117,1423.593,542.73,48.354,8.56,29,1
645.948,1586.204,1420.684,547.936,47.765,8.484,56,0
640.515,1587.787,1421.885,552.02,48.868,8.501,36,0
646.124,1596.585,1409.736,549.875,48.398,8.788,17,1
644.178,1592.001,1406.96,545.575,48.135,8.397,32,0
648.263,1601.273,1407.139,549.457,48.028,8.504,13,1
637.981,1576.071,1384.545,552.256,47.313,8.599,107,0
639.576,1584.862,1410.511,552.43,47.172,8.436,116,0
643.916,1593.707,1411.091,549.723,47.541,8.698,74,0
645.179,1593.213,1417.346,547.032,47.073,8.459,69,0
647.962,1608.494,1420.832,545.949,47.56,8.573,9,1
644.048,1597.549,1401.178,547.023,47.777,8.74,61,0
642.318,1594.918,1400.846,557.078,48.144,8.537,75,0
647.269,1581.165,1393.544,555.574,46.638,8.625,128,0
647.0,1592.005,1422.47,548.177,48.474,8.542,23,1
639.072,1592.852,1391.4,549.362,47.008,8.602,117,0
640.145,1598.056,1400.166,545.524,47.558,8.406,120,0
647.542,1602.86,1424.954,543.903,48.116,8.581,3,1
640.083,1586.826,1412.106,544.716,47.765,8.383,26,1
645.436,1596.315,1417.939,544.404,48.414,8.399,2,1
641.169,1596.359,1415.038,552.411,48.831,8.567,23,1
649.569,1602.502,1414.997,545.83,47.012,8.565,33,0
639.002,1592.832,1403.628,549.984,46.306,8.499,138,0
646.34,1596.582,1431.194,546.54,48.514,8.726,20,1
639.776,1596.939,1426.169,545.956,47.954,8.705,26,1
641.363,1611.531,1423.527,544.672,46.996,8.434,29,1
645.72,1614.85,1411.482,551.815,46.468,8.519,45,0
642.669,1589.927,1405.248,548.479,48.265,8.323,81,0
641.602,1592.074,1415.339,552.862,47.401,8.423,110,0
642.635,1596.799,1407.423,550.466,47.439,8.574,68,0
643.095,1589.987,1404.069,549.525,46.734,8.44,97,0
644.433,1594.546,1389.187,549.888,48.119,8.466,81,0
639.723,1587.756,1408.546,555.009,46.957,8.411,127,0
640.746,1589.16,1424.996,549.91,46.948,8.452,125,0
639.094,1585.413,1408.113,548.704,48.078,8.247,77,0
643.975,1614.153,1418.341,540.683,48.14,8.493,23,1
642.935,1604.841,1410.972,547.962,48.169,8.555,36,0
644.057,1601.927,1407.262,551.693,47.734,8.858,49,0
645.794,1582.706,1405.223,539.968,48.461,8.664,17,1
641.226,1590.962,1409.044,547.956,47.799,8.551,62,0
644.348,1581.142,1424.626,550.925,46.849,8.5,107,0
643.644,1598.374,1418.916,543.264,48.133,8.415,14,1
642.923,1595.619,1423.878,546.241,47.746,8.666,50,0
643.194,1586.686,1417.843,556.0,47.424,8.239,122,0
645.766,1598.353,1407.379,542.577,47.614,8.493,17,1
640.986,1592.26,1390.028,551.497,48.399,8.472,121,0
638.73,1587.494,1409.602,551.355,48.091,8.478,102,0
639.182,1586.066,1399.582,553.619,46.96,8.149,145,0
648.173,1584.794,1410.051,556.35,48.401,8.48,62,0
644.181,1597.573,1399.296,554.321,47.665,8.553,143,0
645.049,1586.691,1402.146,550.386,47.433,8.342,113,0
642.565,1577.36,1401.661,550.765,47.7,8.731,83,0
640.636,1583.407,1400.365,555.108,47.147,8.666,107,0
642.345,1586.756,1408.731,552.887,47.895,8.675,100,0
644.093,1592.136,1404.826,546.762,47.98,8.543,81,0
642.878,1595.992,1401.985,549.349,47.577,8.223,99,0
643.083,1589.43,1398.082,552.851,47.663,8.401,119,0
643.625,1581.549,1395.883,556.353,46.954,8.51,126,0
642.894,1597.289,1402.765,542.685,47.488,8.465,36,0
640.309,1581.755,1421.783,543.673,48.461,8.408,42,0
644.307,1585.596,1397.686,555.491,47.665,8.537,94,0
648.708,1602.492,1406.145,547.373,48.106,8.673,1,1
643.332,1577.961,1414.973,548.176,47.127,8.463,90,0
645.997,1586.753,1407.858,556.907,47.6,8.563,117,0
641.979,1574.325,1404.059,558.603,47.999,8.343,143,0
640.738,1587.25,1405.698,552.333,46.91,8.441,135,0
641.984,1593.568,1402.98,548.739,47.654,8.584,80,0
644.083,1598.491,1413.505,546.209,48.308,8.495,17,1
640.375,1591.968,1391.038,552.442,47.649,8.589,95,0
644.691,1597.658,1418.106,553.012,48.153,8.587,47,0
640.541,1588.725,1409.275,555.037,48.343,8.317,145,0
642.85,1596.487,1394.343,554.421,47.515,8.264,128,0
642.88,1598.474,1408.013,548.155,48.487,8.376,142,0
643.099,1589.429,1377.436,553.476,47.284,8.493,121,0
640.805,1596.56,1413.238,554.223,46.748,8.458,91,0
641.878,1603.945,1397.92,549.404,46.99,8.634,142,0
640.95,1598.904,1424.12,555.611,48.049,8.868,47,0
647.042,1597.574,1420.532,547.172,47.967,8.517,1,1
639.112,1585.755,1411.849,549.171,47.941,8.415,146,0
645.853,1581.366,1424.141,543.627,48.104,8.62,5,1
641.081,1587.124,1406.296,551.647,47.596,8.583,97,0
642.433,1597.934,1409.76,549.673,47.246,8.503,86,0
643.406,1573.835,1380.726,548.663,47.985,8.434,104,0
645.765,1570.375,1407.48,548.94,47.022,8.28,123,0
641.314,1603.99,1414.329,548.868,47.811,8.389,72,0
646.156,1598.877,1413.522,551.103,48.708,8.589,11,1
645.989,1584.305,1412.854,546.657,47.823,8.543,75,0
647.156,1590.434,1394.847,547.761,48.123,8.815,12,1
640.146,1596.164,1415.344,551.822,47.34,8.613,128,0
642.581,1596.692,1403.189,550.131,47.212,8.837,65,0
641.505,1591.254,1405.223,557.749,47.421,8.413,134,0
643.122,1590.378,1409.279,546.377,47.31,8.428,52,0
641.941,1605.852,1420.765,548.617,48.066,8.424,42,0
640.464,1601.736,1422.242,544.631,48.016,8.591,8,1
637.006,1584.157,1400.229,547.582,47.103,8.627,118,0
636.663,1610.077,1424.053,547.304,48.395,8.973,27,1
643.633,1592.036,1415.086,548.706,47.299,8.637,50,0
646.534,1604.931,1411.756,544.638,47.598,8.539,21,1
644.786,1589.287,1400.885,549.481,47.967,8.656,68,0
637.872,1586.031,1391.318,552.949,47.619,8.482,87,0
638.053,1594.642,1396.989,549.784,47.319,8.446,93,0
645.053,1598.478,1404.381,547.151,48.143,8.506,102,0
644.305,1602.35,1429.164,551.646,47.899,8.75,10,1
638.668,1584.085,1406.771,555.791,47.822,8.663,90,0
645.376,1589.976,1401.802,552.65,46.747,8.624,114,0
640.754,1582.052,1412.923,547.017,47.269,8.506,78,0
638.726,1574.402,1400.018,549.288,47.516,8.425,147,0
644.738,1587.159,1417.911,549.842,48.907,8.543,19,1
644.679,1582.142,1403.848,553.358,46.464,8.394,122,0
646.324,1576.444,1412.359,557.692,47.703,8.46,119,0
639.043,1589.865,1394.966,552.006,46.886,8.619,143,0
643.769,1592.817,1434.02,546.407,48.09,8.494,71,0
639.142,1590.937,1407.344,551.505,48.126,8.673,92,0
642.482,1583.609,1388.407,552.883,46.628,8.57,76,0
643.031,1585.534,1403.512,549.844,47.629,8.484,59,0
642.476,1590.091,1416.561,552.73,47.62,8.235,120,0
642.464,1577.04,1408.074,553.966,47.714,8.47,115,0
642.166,1582.715,1408.487,554.994,46.877,8.318,144,0
639.541,1582.779,1406.358,551.455,48.108,8.301,120,0
641.871,1584.991,1401.666,549.128,47.946,8.593,46,0
641.152,1591.669,1406.172,544.772,47.113,8.565,77,0
643.798,1584.625,1402.544,553.22,46.973,8.376,113,0
643.06,1595.953,1396.432,555.784,47.209,8.47,71,0
644.285,1591.088,1413.349,550.675,47.43,8.532,83,0
648.577,1598.21,1403.318,550.854,47.701,8.517,16,1
647.927,1609.536,1410.726,551.452,48.092,8.63,49,0
640.887,1593.661,1409.624,550.697,47.775,8.301,130,0
643.88,1594.554,1409.323,552.812,48.217,8.2,116,0
638.461,1578.98,1413.837,553.651,47.187,8.332,125,0
645.04,1593.121,1394.438,549.974,47.654,8.601,78,0
645.304,1598.352,1404.709,546.565,47.546,8.546,100,0
645.152,1589.414,1411.616,557.099,47.407,8.416,102,0
642.175,1612.088,1406.077,550.448,47.709,8.577,14,1
646.139,1597.322,1398.902,547.52,47.477,8.542,62,0
647.102,1605.122,1417.626,540.351,48.615,8.635,19,1
647.4,1589.798,1416.148,547.058,47.97,8.432,28,1
643.625,1591.417,1398.428,549.609,47.94,8.406,100,0
642.517,1590.518,1405.966,544.833,47.628,8.553,26,1
642.918,1610.878,1419.432,547.568,48.116,8.344,13,1
643.659,1574.527,1397.236,551.005,47.685,8.425,64,0
642.855,1595.801,1410.954,545.909,48.283,8.528,22,1
639.528,1586.967,1409.429,544.809,48.158,8.484,74,0
642.601,1594.047,1410.625,547.906,48.561,8.764,65,0
640.664,1590.904,1403.072,543.227,47.491,8.622,48,0
639.135,1577.474,1401.564,550.263,46.882,8.258,139,0
642.306,1589.069,1416.859,551.288,47.681,8.516,53,0
642.327,1590.908,1422.196,548.342,48.418,8.747,0,1
643.493,1590.678,1417.435,543.138,47.244,8.779,26,1
644.864,1594.256,1420.269,545.598,48.265,8.745,27,1
641.254,1583.659,1402.454,553.187,47.331,8.576,115,0
642.751,1591.141,1413.482,556.264,47.708,8.284,110,0
646.598,1589.236,1421.846,551.188,47.369,8.497,71,0
645.366,1596.301,1398.365,551.0,47.713,8.515,46,0
641.025,1589.919,1420.671,547.529,47.032,8.309,84,0
642.26,1600.435,1411.669,548.234,48.097,8.569,7,1
644.954,1596.046,1404.243,546.076,47.526,8.471,44,0
644.627,1587.165,1409.417,548.367,46.981,8.728,77,0
644.376,1588.022,1400.224,549.32,47.301,8.461,81,0
641.266,1581.388,1394.106,550.029,47.558,8.605,88,0
643.881,1570.251,1414.065,548.521,48.073,8.434,99,0
646.957,1582.461,1412.23,550.94,47.949,8.446,88,0
639.253,1588.621,1401.258,558.146,47.955,8.624,145,0
641.37,1589.455,1431.107,553.624,48.289,8.644,50,0
646.857,1611.375,1407.832,546.378,48.275,8.408,6,1
645.405,1597.408,1394.835,546.411,47.888,8.564,55,0
642.858,1587.758,1418.535,552.185,47.493,8.307,68,0
641.742,1601.104,1425.675,549.485,48.33,8.472,34,0
639.371,1571.47,1404.264,548.478,47.728,8.367,118,0
642.772,1591.645,1413.307,551.319,47.158,8.377,79,0
640.824,1592.0,1434.726,549.624,47.699,8.493,3,1
639.785,1593.288,1392.281,549.349,47.802,8.384,118,0
639.589,1593.528,1413.867,552.234,47.428,8.706,127,0
643.608,1592.376,1419.226,549.76,47.323,8.485,65,0
636.832,1577.547,1406.308,554.776,47.259,8.161,149,0
642.03,1595.408,1390.848,549.984,48.139,8.467,100,0
645.28,1593.008,1406.472,546.031,48.681,8.607,14,1
642.091,1584.119,1407.427,556.139,47.428,8.297,145,0
638.517,1589.579,1393.648,554.362,47.182,8.462,100,0
644.101,1591.042,1397.947,554.825,47.301,8.553,64,0
641.096,1583.843,1400.73,553.16,46.653,8.437,139,0
639.76,1586.686,1418.092,550.561,47.993,8.555,97,0
645.7,1589.544,1410.188,551.845,47.957,8.681,128,0
640.024,1590.633,1397.244,547.372,47.195,8.59,80,0
641.768,1577.268,1395.779,552.533,47.366,8.607,134,0
644.247,1581.231,1393.688,547.145,48.235,8.595,70,0
645.49,1588.223,1410.487,550.28,46.756,8.206,77,0
642.568,1588.611,1399.319,557.949,46.999,8.159,149,0
640.49,1581.002,1407.334,551.973,46.954,8.378,146,0
639.886,1593.104,1398.824,558.976,47.505,8.562,148,0
645.518,1593.974,1422.885,544.659,48.096,8.605,9,1
642.054,1584.411,1392.508,548.518,47.208,8.531,120,0
642.231,1589.606,1403.882,550.701,47.429,8.67,142,0
642.68,1576.551,1396.175,556.797,47.57,8.411,107,0
639.243,1592.638,1402.569,551.825,47.741,8.628,145,0
643.958,1599.648,1431.885,547.972,47.657,8.676,21,1
642.296,1571.607,1416.398,552.258,47.421,8.495,139,0
638.931,1577.221,1406.225,553.154,47.284,8.328,104,0
642.72,1588.247,1398.545,550.703,48.875,8.777,66,0
639.383,1591.467,1401.747,551.561,47.975,8.478,128,0
643.789,1583.982,1402.922,547.711,48.053,8.495,39,0
642.507,1589.81,1407.17,552.931,46.862,8.594,100,0
644.706,1594.357,1404.822,548.774,48.706,8.45,61,0
642.019,1579.436,1396.737,556.235,47.042,8.392,140,0
642.7,1587.326,1417.951,550.994,47.504,8.507,89,0
643.01,1593.414,1417.34,555.274,47.909,8.507,82,0
641.374,1604.956,1402.782,542.447,47.906,8.459,42,0
643.042,1601.278,1421.065,541.846,48.056,8.764,3,1
642.387,1593.701,1396.573,547.949,47.48,8.374,117,0
641.258,1599.201,1407.871,544.123,48.506,8.636,38,0
644.504,1588.728,1422.63,550.606,47.693,8.455,81,0
646.064,1597.051,1413.18,546.848,47.796,8.458,30,1
642.511,1603.697,1412.594,551.025,47.5,8.717,18,1
646.158,1598.333,1405.141,546.922,47.715,8.574,3,1
643.858,1586.019,1422.084,551.101,47.826,8.427,79,0
644.115,1598.027,1423.629,548.099,47.63,8.5,85,0
644.626,1594.667,1404.901,551.937,47.139,8.31,67,0
645.95,1588.015,1414.41,544.639,47.873,8.65,21,1
642.265,1573.409,1397.049,554.596,47.171,8.278,138,0
642.093,1593.974,1420.789,546.659,47.267,8.596,30,1
646.581,1587.032,1405.69,545.688,47.615,8.622,21,1
643.61,1580.381,1407.733,545.455,48.851,8.25,47,0
642.976,1603.434,1408.952,548.45,47.122,8.503,43,0
643.421,1582.541,1412.581,551.198,48.344,8.391,104,0
645.243,1595.92,1406.629,549.373,47.271,8.481,80,0
643.395,1601.101,1395.022,552.019,47.61,8.424,39,0
640.134,1584.426,1414.581,552.836,46.906,8.469,85,0
642.221,1588.862,1405.697,554.383,47.701,8.445,116,0
641.653,1603.182,1417.854,547.958,48.62,8.555,43,0
642.885,1585.158,1410.343,549.343,48.072,8.529,88,0
646.845,1586.631,1416.344,545.144,48.021,8.243,87,0
649.428,1603.857,1411.085,546.534,48.496,8.579,16,1
644.807,1602.875,1406.633,548.328,47.942,8.388,42,0
647.15,1594.836,1404.428,549.168,47.436,8.588,43,0
643.616,1584.542,1417.875,549.886,47.569,8.591,145,0
641.929,1587.731,1388.746,546.203,47.583,8.567,105,0
643.28,1597.806,1400.987,550.749,47.744,8.508,66,0
642.201,1584.653,1389.612,552.443,47.326,8.533,118,0
647.977,1587.947,1403.028,551.462,46.838,8.689,88,0
645.098,1593.23,1400.933,549.69,48.014,8.401,75,0
644.351,1593.84,1399.92,553.928,47.209,8.466,145,0
647.046,1572.691,1396.885,550.417,48.019,8.555,99,0
650.13,1601.606,1424.258,550.156,47.852,8.707,13,1
647.152,1596.373,1412.676,550.324,47.731,8.486,54,0
646.77,1610.877,1414.519,552.123,48.478,8.507,81,0
641.287,1584.765,1410.371,551.253,47.192,8.289,126,0
642.699,1597.971,1391.653,554.592,48.456,8.392,121,0
644.473,1583.12,1392.624,550.324,47.351,8.443,137,0
644.15,1590.01,1406.365,551.336,47.677,8.449,56,0
644.751,1587.389,1410.763,545.664,47.759,8.761,98,0
644.974,1576.36,1415.269,551.333,47.462,8.095,69,0
646.208,1595.256,1419.15,544.16,47.749,8.44,7,1
642.504,1593.598,1410.878,551.913,48.348,8.698,15,1
642.595,1584.486,1408.696,551.465,47.857,8.319,78,0
641.759,1599.491,1418.666,549.651,48.083,8.592,49,0
644.044,1596.886,1412.926,546.313,48.637,8.576,56,0
644.223,1601.355,1422.934,547.955,48.526,8.554,32,0
641.132,1593.433,1426.251,549.857,47.943,8.661,62,0
646.624,1578.651,1403.554,554.907,46.363,8.531,127,0
643.358,1590.84,1392.699,557.001,47.302,8.306,142,0
641.999,1580.906,1406.762,553.112,46.009,8.631,105,0
637.538,1586.385,1390.683,550.32,47.925,8.118,139,0
642.147,1591.276,1415.153,547.704,48.085,8.665,45,0
640.337,1578.883,1405.718,554.855,46.803,8.551,126,0
644.406,1595.467,1406.665,547.113,47.811,8.595,55,0
641.646,1581.241,1402.797,548.977,47.211,8.251,113,0
641.58,1585.878,1395.142,545.221,48.047,8.306,125,0
640.925,1594.326,1408.411,549.224,47.52,8.323,117,0
645.386,1595.832,1400.775,547.448,47.592,8.51,67,0
643.801,1595.56,1421.559,545.562,47.012,8.463,18,1
643.156,1592.711,1401.742,553.875,47.103,8.363,96,0
642.056,1593.361,1414.251,546.348,47.564,8.437,104,0
641.924,1585.321,1398.451,549.952,48.142,8.469,89,0
642.527,1604.428,1395.501,550.499,47.368,8.533,74,0
646.472,1582.333,1430.329,549.277,47.433,8.67,39,0
643.011,1594.31,1406.636,547.549,47.849,8.647,46,0
641.002,1587.157,1423.389,547.93,48.541,8.537,12,1
641.224,1591.948,1414.074,556.142,47.94,8.35,116,0
639.945,1593.126,1403.384,554.201,48.267,8.676,128,0
638.643,1577.228,1422.558,553.541,47.756,8.202,138,0
640.635,1592.816,1409.078,546.927,48.539,8.466,73,0
642.367,1593.38,1404.865,545.333,47.292,8.516,50,0
643.61,1586.767,1405.627,549.248,47.546,8.583,76,0
640.703,1604.486,1404.849,550.972,48.377,8.447,56,0
646.904,1595.571,1401.134,545.065,48.197,8.848,14,1
640.148,1594.569,1416.321,552.114,48.231,8.544,117,0
642.944,1591.544,1402.384,549.547,47.013,8.334,73,0
642.156,1593.816,1403.668,548.264,47.667,8.644,114,0
643.213,1588.624,1412.626,548.415,48.429,8.566,69,0
643.199,1581.098,1397.542,551.911,47.034,8.38,110,0
645.115,1578.201,1413.417,550.027,47.819,8.361,110,0
640.325,1591.844,1407.504,553.759,47.029,8.353,108,0
643.039,1578.134,1418.204,552.404,47.339,8.511,102,0
646.977,1600.834,1415.309,548.298,47.87,8.808,22,1
644.379,1592.862,1410.374,549.975,47.665,8.577,67,0
643.901,1582.1,1413.502,552.504,48.377,8.714,100,0
640.086,1593.035,1403.827,550.724,47.628,8.559,66,0
649.475,1594.684,1406.654,550.625,47.631,8.637,3,1
641.261,1578.199,1394.799,553.754,47.175,8.444,140,0
639.236,1586.269,1411.572,557.985,47.843,8.497,124,0
645.843,1591.888,1398.669,544.91,47.557,8.599,17,1
646.1,1579.758,1402.732,549.903,47.861,8.461,61,0
642.254,1586.626,1398.454,554.123,46.892,8.433,139,0
642.563,1594.256,1401.165,549.185,47.814,8.656,80,0
640.055,1591.814,1400.98,552.476,47.446,8.605,138,0
645.918,1583.638,1401.201,551.687,48.496,8.652,37,0
644.687,1582.892,1397.993,553.244,47.824,8.573,101,0
644.433,1596.786,1402.943,549.013,47.697,8.41,56,0
640.041,1586.273,1401.636,551.104,46.635,8.62,78,0
641.267,1596.975,1395.114,549.888,47.299,8.598,111,0
636.566,1593.019,1403.987,549.796,47.373,8.38,144,0
644.26,1588.554,1402.123,548.148,47.528,8.631,68,0
645.018,1599.056,1409.665,548.223,48.345,8.713,7,1
644.21,1589.444,1416.006,550.183,47.269,8.26,108,0
644.244,1594.925,1408.45,548.944,47.589,8.569,19,1
639.878,1590.732,1401.943,548.224,47.455,8.396,83,0
640.546,1581.164,1404.223,548.279,47.078,8.559,94,0
646.097,1571.317,1426.851,548.414,47.816,8.548,65,0
639.195,1591.64,1416.557,545.916,48.259,8.572,40,0
645.419,1588.512,1409.502,556.197,48.067,8.456,75,0
645.674,1598.925,1417.466,546.043,47.409,8.478,34,0
640.072,1592.318,1403.204,550.381,47.755,8.57,142,0
645.665,1582.778,1396.887,544.498,48.633,8.487,95,0
644.647,1588.386,1426.875,548.607,47.164,8.661,22,1
640.702,1595.129,1397.637,549.542,47.573,8.438,131,0
644.543,1598.132,1409.238,549.322,47.413,8.586,119,0
643.865,1592.71,1415.292,544.494,48.066,8.597,6,1
646.7,1592.686,1415.609,547.947,48.475,8.588,9,1
635.368,1595.477,1392.679,553.283,48.063,8.585,134,0
643.379,1585.452,1428.056,545.495,47.17,8.716,16,1
645.281,1608.074,1411.784,545.558,48.165,8.477,70,0
643.655,1596.103,1411.271,550.711,47.829,8.399,35,0
645.875,1588.659,1397.356,548.09,47.51,8.483,82,0
645.923,1601.743,1423.334,552.839,47.921,8.786,24,1
641.574,1586.042,1402.285,553.298,47.865,8.435,116,0
647.628,1602.117,1419.055,544.873,48.934,8.923,0,1
638.668,1583.039,1407.763,546.399,47.113,8.311,89,0
645.599,1597.54,1395.877,550.103,48.27,8.259,97,0
643.048,1582.695,1408.395,548.289,46.725,8.44,99,0
642.742,1578.632,1408.212,553.114,48.176,8.489,76,0
644.838,1602.129,1407.167,547.408,47.068,8.601,47,0
643.116,1597.636,1412.246,547.986,47.679,8.351,71,0
642.078,1571.587,1411.611,547.608,47.041,8.392,133,0
641.422,1584.663,1391.69,547.764,47.227,8.329,104,0
642.501,1592.818,1400.733,547.997,46.994,8.485,85,0
641.495,1600.469,1425.654,546.493,47.857,8.547,49,0
642.267,1602.826,1419.528,550.601,47.165,8.379,55,0
641.482,1594.89,1421.487,552.083,47.718,8.521,48,0
643.76,1580.758,1413.062,555.965,47.693,8.332,124,0
643.498,1589.173,1414.673,547.712,48.656,8.394,84,0
640.983,1578.553,1414.2,546.674,47.875,8.537,101,0
644.726,1580.404,1417.73,549.194,48.285,8.642,52,0
642.511,1597.662,1407.21,546.156,47.257,8.479,98,0
642.984,1588.842,1389.006,561.181,48.174,8.448,114,0
643.666,1594.801,1412.464,543.89,46.769,8.14,88,0
643.556,1602.235,1429.634,548.626,48.519,8.774,24,1
641.999,1590.014,1419.411,549.584,47.679,8.49,70,0
644.75,1579.254,1408.484,551.033,47.712,8.432,83,0
645.302,1591.718,1417.998,547.454,47.444,8.575,44,0
641.807,1585.979,1422.959,551.447,47.789,8.633,132,0
646.49,1588.506,1414.108,548.507,47.01,8.441,67,0
642.438,1587.677,1418.707,553.833,47.762,8.327,66,0
643.899,1578.454,1409.365,552.169,47.778,8.383,135,0
643.211,1588.157,1391.545,547.596,47.508,8.397,106,0
647.321,1575.909,1387.032,551.189,47.171,8.466,93,0
639.575,1585.444,1405.6,553.372,47.569,8.64,124,0
647.98,1594.709,1416.156,546.783,47.491,8.462,22,1
637.797,1607.528,1402.352,552.042,47.276,8.706,110,0
640.113,1602.1,1403.034,550.4,47.817,8.483,108,0
645.039,1597.296,1414.533,551.235,47.949,8.6,109,0
639.741,1587.069,1404.286,551.695,47.65,8.511,126,0
