설비번호,시퀀스,컨베이어전류,회전A전류,회전B전류,펌프A전류,펌프B전류
3,31,0.0,0.0,0.7037,0.0,0.0
3,32,0.0,0.0,0.7037,0.0,0.0
3,33,0.0,0.0,0.7037,0.0,0.0
3,34,0.0,0.0,0.7037,0.0,0.0
3,35,0.0,0.0,0.7037,0.0,0.0
3,36,0.0,0.0,0.7037,0.0,0.0
3,37,0.0,0.0,0.7037,0.0,0.0
3,38,0.0,0.0,0.7037,0.0,0.0
3,39,0.0,0.0,0.7037,0.0,0.0
3,40,0.0,0.0,0.7037,0.0,0.0
3,41,0.0,0.0,0.7037,0.0,0.0
3,42,0.0,0.0,0.7037,0.0,0.0
3,43,0.0,0.0,0.7037,0.0,0.0
3,44,0.0,0.0,0.7037,0.0,0.0
3,45,0.0,0.0,0.7037,0.0,0.0
3,46,0.0,0.0,0.7037,0.0,0.0
3,47,0.0,0.0,0.7037,0.0,0.0
3,48,0.0,0.0,0.7037,0.0,0.0
3,49,0.0,0.0,0.7037,0.0,0.0
3,50,0.0,0.0,0.7037,0.0,0.0
3,51,0.0,0.0,0.7037,0.0,0.0
3,52,0.0,0.0,0.7037,0.0,0.0
3,53,0.0,0.0,0.7037,0.0,0.0
3,54,0.0,0.0,0.7037,0.0,0.0
3,55,0.0,0.0,0.7037,0.0,0.0
3,56,0.0,0.0,0.7037,0.0,0.0
3,57,0.0,0.0,0.7037,0.0,0.0
3,58,0.0,0.0,0.7037,0.0,0.0
3,59,0.0,0.0,0.7037,0.0,0.0
3,60,0.0,0.0,0.7037,0.0,0.0
3,61,0.0,0.0,0.7037,0.0,0.0
3,62,0.0,0.0,0.7037,0.0,0.0
3,63,0.0,0.0,0.7037,0.0,0.0
3,64,0.0,0.0,0.7037,0.0,0.0
3,65,0.0,0.0,0.7037,0.0,0.0
3,66,0.0,0.0,0.7037,0.0,0.0
3,67,0.0,0.0,0.7037,0.0,0.0
3,68,0.0,0.0,0.7037,0.0,0.0
3,69,0.0,0.0,0.7037,0.0,0.0
3,70,0.0,0.0,0.7037,0.0,0.0
3,71,0.0,0.0,0.7037,0.0,0.0
3,72,0.0,0.0,0.7037,0.0,0.0
3,73,0.0,0.0,0.7037,0.0,0.0
3,74,0.0,0.0,0.7037,0.0,0.0
3,75,0.0,0.0,0.7037,0.0,0.0
3,76,0.0,0.0,0.7037,0.0,0.0
3,77,0.0,0.0,0.7037,0.0,0.0
3,78,0.0,0.0,0.7037,0.0,0.0
3,79,0.0,0.0,0.7037,0.0,0.0
3,80,0.0,0.0,0.7037,0.0,0.0
3,81,0.0,0.0,0.7037,0.0,0.0
3,82,0.0,0.0,0.7037,0.0,0.0
3,83,0.0,0.0,0.7037,0.0,0.0
3,84,0.0,0.0,0.7037,0.0,0.0
3,85,0.0,0.0,0.7037,0.0,0.0
3,86,0.0,0.0,0.7037,0.0,0.0
3,87,0.0,0.0,0.7037,0.0,0.0
3,88,0.0,0.0,0.7037,0.0,0.0
3,89,0.0,0.0,0.7037,0.0,0.0
3,90,0.0,0.0,0.7037,0.0,0.0
3,91,0.0,0.0,0.7037,0.0,0.0
3,92,0.0,0.0,0.7037,0.0,0.0
3,93,0.0,0.0,0.7037,0.0,0.0
3,94,0.0,0.0,0.7037,0.0,0.0
3,95,0.0,0.0,0.7037,0.0,0.0
3,96,0.0,0.0,0.7037,0.0,0.0
3,97,0.0,0.0,0.7037,0.0,0.0
3,98,0.0,0.0,0.7037,0.0,0.0
3,99,0.0,0.0,0.7037,0.0,0.0
3,100,0.0,0.0,0.7037,0.0,0.0
3,101,0.0,0.0,0.7037,0.0,0.0
3,102,0.0,0.0,0.7037,0.0,0.0
3,103,0.0,0.0,0.7037,0.0,0.0
3,104,0.0,0.0,0.7037,0.0,0.0
3,105,0.0,0.0,0.7037,0.0,0.0
3,106,0.0,0.0,0.7037,0.0,0.0
3,107,0.0,0.0,0.7037,0.0,0.0
3,108,0.0,0.0,0.7037,0.0,0.0
3,109,0.0,0.0,0.7037,0.0,0.0
3,110,0.0,0.0,0.7037,0.0,0.0
3,111,0.0,0.0,0.7037,0.0,0.0
3,112,0.0,0.0,0.7037,0.0,0.0
3,113,0.0,0.0,0.7037,0.0,0.0
3,114,0.0,0.0,0.7037,0.0,0.0
3,115,0.0,0.0,0.7037,0.0,0.0
3,116,0.0,0.0,0.7037,0.0,0.0
3,117,0.0,0.0,0.7037,0.0,0.0
3,118,0.0,0.0,0.7037,0.0,0.0
3,119,0.0,0.0,0.7037,0.0,0.0
3,120,0.0,0.0,0.7037,0.0,0.0
3,121,0.0,0.0,0.7037,0.0,0.0
3,122,0.0,0.0,0.7037,0.0,0.0
3,123,0.0,0.0,0.7037,0.0,0.0
3,124,0.0,0.0,0.7037,0.0,0.0
3,125,0.0,0.0,0.7037,0.0,0.0
3,126,0.0,0.0,0.7037,0.0,0.0
3,127,0.0,0.0,0.7037,0.0,0.0
3,128,0.0,0.0,0.7037,0.0,0.0
3,129,0.0,0.0,0.7037,0.0,0.0
3,130,0.0,0.0,0.7037,0.0,0.0
3,131,0.0,0.0,0.7037,0.0,0.0
3,132,0.0,0.0,0.7037,0.0,0.0
3,133,0.0,0.0,0.7037,0.0,0.0
3,134,0.0,0.0,0.7037,0.0,0.0
3,135,0.0,0.0,0.7037,0.0,0.0
3,136,0.0,0.0,0.7037,0.0,0.0
3,137,0.0,0.0,0.7037,0.0,0.0
3,138,0.0,0.0,0.7037,0.0,0.0
3,139,0.0,0.0,0.7037,0.0,0.0
3,140,0.0,0.0,0.7037,0.0,0.0
3,141,0.0,0.0,0.7037,0.0,0.0
3,142,0.0,0.0,0.7037,0.0,0.0
3,143,0.0,0.0,0.7037,0.0,0.0
3,144,0.0,0.0,0.7037,0.0,0.0
3,145,0.0,0.0,0.7037,0.0,0.0
3,146,0.0,0.0,0.7037,0.0,0.0
3,147,0.0,0.0,0.7037,0.0,0.0
3,148,0.0,0.0,0.7037,0.0,0.0
3,149,0.0,0.0,0.7037,0.0,0.0
3,150,0.0,0.0,0.6918,0.0,0.0
3,151,0.0,0.0,0.7023,0.0,0.0
3,152,0.0,0.0,0.7001,0.0,0.0
3,153,0.0,0.0,0.703,0.0,0.0
3,154,0.0,0.0,0.7037,0.0,0.0
3,155,0.0,0.0,0.7037,0.0,0.0
3,156,0.0,0.0,0.6855,0.0,0.0
3,157,0.0,0.0,0.6728,0.0,0.0
3,158,0.0,0.0,0.6709,0.0,0.0
3,159,0.0,0.0,0.7037,0.0,0.0
3,160,0.0,0.0,0.7037,0.0,0.0
3,161,0.0,0.0,0.7037,0.0,0.0
3,162,0.0,0.0,0.6955,0.0,0.0
3,163,0.0,0.0,0.6996,0.0,0.0
3,164,0.0,0.0,0.6946,0.0,0.0
3,165,0.0,0.0,0.7037,0.0,0.0
3,166,0.0,0.0,0.7037,0.0,0.0
3,167,0.0,0.0,0.6974,0.0,0.0
3,168,0.0,0.0,0.6893,0.0,0.0
3,169,0.0,0.0,0.7037,0.0,0.0
3,170,0.0,0.0,0.7037,0.0,0.0
3,171,0.0,0.0,0.7037,0.0,0.0
3,172,0.0,0.0,0.7037,0.0,0.0
3,173,0.0,0.0,0.696,0.0,0.0
3,174,0.0,0.0,0.69,0.0,0.0
3,175,0.0,0.0,0.6667,0.0,0.0
3,176,0.0,0.0,0.692,0.0,0.0
3,177,0.0,0.0,0.7037,0.0,0.0
3,178,0.0,0.0,0.7037,0.0,0.0
3,179,0.0,0.0,0.6939,0.0,0.0
3,180,0.0,0.0,0.7002,0.0,0.0
3,181,0.0,0.0,0.703,0.0,0.0
3,182,0.0,0.0,0.7037,0.0,0.0
3,183,0.0,0.0,0.7037,0.0,0.0
3,184,0.0,0.0,0.7023,0.0,0.0
3,185,0.0,0.0,0.6667,0.0,0.0
3,186,0.0,0.0,0.6667,0.0,0.0
3,187,0.0,0.0,0.6778,0.0,0.0
3,188,0.0,0.0,0.7037,0.0,0.0
3,189,0.0,0.0,0.7037,0.0,0.0
3,190,0.0,0.0,0.7023,0.0,0.0
3,191,0.0,0.0,0.7006,0.0,0.0
3,192,0.0,0.0,0.679,0.0,0.0
3,193,0.0,0.0,0.6988,0.0,0.0
3,194,0.0,0.0,0.7003,0.0,0.0
3,195,0.0,0.0,0.6916,0.0,0.0
3,196,0.0,0.0,0.682,0.0,0.0
3,197,0.0,0.0,0.6667,0.0,0.0
3,198,0.0,0.0,0.6701,0.0,0.0
3,199,0.0,0.0,0.7002,0.0,0.0
3,200,0.0,0.0,0.7037,0.0,0.0
3,201,0.0,0.0,0.7037,0.0,0.0
3,202,0.0,0.0,0.6934,0.0,0.0
3,203,0.0,0.0,0.6667,0.0,0.0
3,204,0.0,0.0,0.6667,0.0,0.0
3,205,0.0,0.0,0.692,0.0,0.0
3,206,0.0,0.0,0.7037,0.0,0.0
3,207,0.0,0.0,0.7037,0.0,0.0
3,208,0.2457,0.0,0.6989,0.0,0.0
3,209,0.2624,0.0,0.6751,0.0,0.0
3,210,0.2624,0.0,0.6667,0.0,0.0
3,211,0.2624,0.0,0.6737,0.0,0.0
3,212,0.2618,0.0,0.7037,0.0,0.0
3,213,0.2553,0.0,0.6995,0.0,0.0
3,214,0.164,0.0,0.703,0.0,0.0
3,215,0.0,0.0,0.6883,0.0,0.0
3,216,0.0,0.0,0.6688,0.0,0.0
3,217,0.0,0.0,0.6742,0.0,0.0
3,218,0.0,0.0,0.6946,0.0,0.0
3,219,0.0,0.0,0.7037,0.0,0.0
3,220,0.0,0.0,0.7037,0.0,0.0
3,221,0.0,0.0,0.6749,0.0,0.0
3,222,0.0,0.0,0.6667,0.0,0.0
3,223,0.0,0.0,0.6688,0.0,0.0
3,224,0.2411,0.0,0.7037,0.0,0.0
3,225,0.25,0.0,0.6967,0.0,0.0
3,226,0.2502,0.0,0.7037,0.0,0.0
3,227,0.2482,0.0,0.6806,0.0,0.0
3,228,0.2482,0.0,0.6708,0.0,0.0
3,229,0.2482,0.0,0.6841,0.0,0.0
3,230,0.2482,0.0,0.6968,0.0,0.0
3,231,0.2482,0.0,0.7037,0.0,0.0
3,232,0.2482,0.0,0.6968,0.0,0.0
3,233,0.2482,0.0,0.6759,0.0,0.0
3,234,0.2482,0.0,0.6681,0.0,0.0
3,235,0.2482,0.0,0.6687,0.0,0.0
3,236,0.2482,0.0,0.6745,0.0,0.0
3,237,0.2482,0.0,0.693,0.0,0.0
3,238,0.2482,0.0,0.6953,0.0,0.0
3,239,0.2482,0.0,0.6749,0.0,0.0
3,240,0.2482,0.0,0.6667,0.0,0.0
3,241,0.2482,0.0,0.6744,0.0,0.0
3,242,0.2482,0.0,0.703,0.0,0.0
3,243,0.2482,0.0,0.7023,0.0,0.0
3,244,0.2482,0.0,0.7037,0.0,0.0
3,245,0.2482,0.0,0.7037,0.0,0.0
3,246,0.2482,0.0,0.7037,0.0,0.0
3,247,0.2482,0.0,0.7016,0.0,0.0
3,248,0.2482,0.0,0.7037,0.0,0.0
3,249,0.2482,0.0,0.7023,0.0,0.0
3,250,0.2482,0.0,0.6848,0.0,0.0
4,1,0.0,0.0496,0.6835,0.0,0.0
4,2,0.0,0.0496,0.6885,0.0,0.0
4,3,0.0,0.0496,0.6744,0.0,0.0
4,4,0.0,0.0496,0.6667,0.0,0.0
4,5,0.0,0.0496,0.6667,0.0,0.0
4,6,0.0,0.0496,0.6883,0.0,0.0
4,7,0.0,0.0496,0.7037,0.0,0.0
4,8,0.0,0.0496,0.7037,0.0,0.0
4,9,0.0,0.0496,0.6795,0.0,0.0
4,10,0.0,0.0496,0.6838,0.0,0.0
4,11,0.0,0.0496,0.678,0.0,0.0
4,12,0.0,0.0496,0.7033,0.0,0.0
4,13,0.0,0.0496,0.6843,0.0,0.0
4,14,0.0,0.0496,0.6724,0.0,0.0
4,15,0.0,0.0496,0.6691,0.0,0.0
4,16,0.0,0.0496,0.6667,0.0,0.0
4,17,0.0,0.0496,0.6667,0.0,0.0
4,18,0.0,0.0496,0.6836,0.0,0.0
4,19,0.0,0.0496,0.7037,0.0,0.0
4,20,0.0,0.0496,0.7037,0.0,0.0
4,21,0.0,0.0496,0.7009,0.0,0.0
4,22,0.0,0.0496,0.7037,0.0,0.0
4,23,0.0,0.0496,0.7037,0.0,0.0
4,24,0.0,0.0496,0.7037,0.0,0.0
4,25,0.0,0.0497,0.7037,0.0,0.0
4,26,0.0,0.0496,0.7037,0.0,0.0
4,27,0.0,0.05,0.7037,0.0,0.0
4,28,0.0,0.0496,0.7037,0.0,0.0
4,29,0.0,0.0496,0.7037,0.0,0.0
4,30,0.0,0.0496,0.7037,0.0,0.0
4,31,0.0,0.0498,0.7037,0.0,0.0
4,32,0.2059,0.0496,0.7037,0.0,0.0
4,33,0.2541,0.0496,0.703,0.0,0.0
4,34,0.2486,0.0496,0.703,0.0,0.0
4,35,0.2482,0.0496,0.7037,0.0,0.0
4,36,0.2482,0.0496,0.7037,0.0,0.0
4,37,0.2482,0.0496,0.7037,0.0,0.0
4,38,0.2489,0.0496,0.7037,0.0,0.0
4,39,0.2482,0.0496,0.6973,0.0,0.0
4,40,0.2482,0.0496,0.6967,0.0,0.0
4,41,0.2482,0.0496,0.6971,0.0,0.0
4,42,0.2482,0.0496,0.7037,0.0,0.0
4,43,0.2482,0.0496,0.7037,0.0,0.0
4,44,0.2482,0.0496,0.7037,0.0,0.0
4,45,0.2482,0.0496,0.7037,0.0,0.0
4,46,0.2482,0.0496,0.7037,0.0,0.0
4,47,0.2482,0.0496,0.7037,0.0,0.0
4,48,0.2482,0.0496,0.7037,0.0,0.0
4,49,0.2482,0.0496,0.7037,0.0,0.0
4,50,0.2482,0.0496,0.7037,0.0,0.0
4,51,0.2482,0.0496,0.7037,0.0,0.0
4,52,0.2482,0.0496,0.7037,0.0,0.0
4,53,0.2482,0.0498,0.7037,0.0,0.0
4,54,0.2482,0.0496,0.7037,0.0,0.0
4,55,0.2482,0.0496,0.7037,0.0,0.0
4,56,0.2482,0.0504,0.7037,0.0,0.0
4,57,0.2482,0.0501,0.7037,0.0,0.0
4,58,0.2482,0.0501,0.7037,0.0,0.0
4,59,0.2482,0.0496,0.7037,0.0,0.0
4,60,0.2482,0.0496,0.7037,0.0,0.0
4,61,0.2482,0.0496,0.7037,0.0,0.0
4,62,0.2482,0.0502,0.7037,0.0,0.0
4,63,0.2482,0.0499,0.7037,0.0,0.0
4,64,0.2482,0.0496,0.7037,0.0,0.0
4,65,0.2482,0.0501,0.7037,0.0,0.0
4,66,0.2482,0.0496,0.7037,0.0,0.0
4,67,0.2482,0.0499,0.7037,0.0,0.0
4,68,0.2482,0.0497,0.7037,0.0,0.0
4,69,0.2482,0.0502,0.7037,0.0,0.0
4,70,0.2482,0.0509,0.7037,0.0,0.0
4,71,0.2482,0.0518,0.7037,0.0,0.0
4,72,0.2482,0.0507,0.7037,0.0,0.0
4,73,0.2482,0.0499,0.7037,0.0,0.0
4,74,0.2482,0.0504,0.7037,0.0,0.0
4,75,0.2482,0.0517,0.7037,0.0291,0.0
4,76,0.2486,0.052,0.7037,0.0137,0.0
4,77,0.1078,0.0523,0.7037,0.0052,0.0
4,78,0.0,0.0523,0.7037,0.0,0.0
4,79,0.0,0.0517,0.7037,0.0,0.0
4,80,0.0,0.0523,0.7037,0.0,0.0
4,81,0.0,0.0523,0.7037,0.0,0.0
4,82,0.0,0.0523,0.7037,0.0,0.0
4,83,0.0,0.0523,0.7037,0.0,0.0
4,84,0.0,0.0523,0.7037,0.0,0.0
4,85,0.0,0.0521,0.7037,0.0,0.0
4,86,0.0,0.0521,0.7037,0.0,0.0
4,87,0.0,0.0523,0.7037,0.0,0.0
4,88,0.0,0.0523,0.7037,0.0,0.0
4,89,0.0,0.0523,0.7037,0.0,0.0
4,90,0.0,0.0523,0.7037,0.0,0.0
4,91,0.0,0.0523,0.7037,0.0,0.0
4,92,0.0,0.0523,0.7037,0.0,0.0
4,93,0.0,0.0523,0.7037,0.0,0.0
4,94,0.0,0.0523,0.7037,0.0,0.0
4,95,0.0,0.0523,0.7037,0.0,0.0
4,96,0.0,0.0523,0.7037,0.0,0.0
4,97,0.0,0.0523,0.7037,0.0,0.0
4,98,0.0,0.0512,0.7037,0.0,0.0
4,99,0.0,0.0514,0.7037,0.0,0.0
4,100,0.0,0.0517,0.7037,0.0,0.0
4,101,0.0,0.0521,0.7037,0.0,0.0
4,102,0.0,0.0521,0.7037,0.0,0.0
4,103,0.0,0.0515,0.7037,0.0,0.0
4,104,0.0,0.0516,0.7037,0.0,0.0
4,105,0.0,0.0507,0.7037,0.0,0.0
4,106,0.0,0.0511,0.7037,0.0,0.0
4,107,0.0,0.0506,0.7037,0.0,0.0
4,108,0.0,0.0514,0.7037,0.0,0.0
4,109,0.0,0.0511,0.7037,0.0,0.0
4,110,0.0,0.0513,0.7037,0.0,0.0
4,111,0.0,0.0507,0.7037,0.0,0.0
4,112,0.0,0.0507,0.7037,0.0,0.0
4,113,0.0,0.0513,0.7037,0.0,0.0
4,114,0.0,0.0511,0.7037,0.0,0.0
4,115,0.0,0.0518,0.7037,0.0,0.0
4,116,0.0,0.052,0.7037,0.0,0.0
4,117,0.0,0.0517,0.7037,0.0,0.0
4,118,0.0,0.0496,0.7037,0.0,0.0
4,119,0.0,0.0501,0.7037,0.0,0.0
4,120,0.0,0.0511,0.7037,0.0,0.0
4,121,0.0,0.052,0.7037,0.0,0.0
4,122,0.0,0.0511,0.7037,0.0,0.0
4,123,0.0,0.0499,0.7037,0.0,0.0
4,124,0.0,0.0497,0.7037,0.0,0.0
4,125,0.0,0.0501,0.7037,0.0,0.0
4,126,0.0,0.0511,0.7037,0.0,0.0
4,127,0.0,0.0506,0.7037,0.0,0.0
4,128,0.0,0.0518,0.7037,0.0,0.0
4,129,0.0,0.0506,0.7037,0.0,0.0
4,130,0.0,0.051,0.7037,0.0,0.0
4,131,0.0,0.05,0.7037,0.0,0.0
4,132,0.0,0.0508,0.7037,0.0,0.0
4,133,0.0,0.0512,0.7037,0.0,0.0
4,134,0.0,0.0516,0.7037,0.0,0.0
4,135,0.0,0.0505,0.7037,0.0,0.0
4,136,0.0,0.0505,0.7037,0.0,0.0
4,137,0.0,0.0505,0.7037,0.0,0.0
4,138,0.0,0.0516,0.7037,0.0,0.0
4,139,0.0,0.0523,0.7037,0.0,0.0
4,140,0.0,0.0523,0.7037,0.0,0.0
4,141,0.0,0.0518,0.7037,0.0,0.0
4,142,0.0,0.052,0.7037,0.0,0.0
4,143,0.0,0.0523,0.7037,0.0,0.0
4,144,0.0,0.0521,0.7037,0.0,0.0
4,145,0.0,0.0523,0.7037,0.0,0.0
4,146,0.0,0.0523,0.7037,0.0,0.0
4,147,0.0,0.0523,0.7037,0.0,0.0
4,148,0.0,0.0523,0.7037,0.0,0.0
4,149,0.0,0.0521,0.7037,0.0,0.0
4,150,0.0,0.0523,0.7037,0.0,0.0
4,151,0.0,0.0523,0.7037,0.0,0.0
4,152,0.0,0.0523,0.7037,0.0,0.0
4,153,0.0,0.0522,0.7037,0.0,0.0
4,154,0.0,0.052,0.7037,0.0,0.0
4,155,0.0,0.0523,0.7037,0.0,0.0
4,156,0.0,0.0519,0.7037,0.0,0.0
4,157,0.0,0.0523,0.7037,0.0,0.0
4,158,0.0,0.0523,0.7037,0.0,0.0
4,159,0.0,0.0523,0.7037,0.0,0.0
4,160,0.0,0.0523,0.7037,0.0,0.0
4,161,0.0,0.0523,0.7037,0.0,0.0
4,162,0.0,0.0523,0.7037,0.0,0.0
4,163,0.0,0.0523,0.7037,0.0,0.0
4,164,0.0,0.0523,0.7037,0.0,0.0
4,165,0.0,0.0523,0.7037,0.0,0.0
4,166,0.0,0.0518,0.7037,0.0,0.0
4,167,0.0,0.0513,0.7037,0.0,0.0
4,168,0.0,0.0521,0.7037,0.0,0.0
4,169,0.0,0.0521,0.7037,0.0,0.0
4,170,0.0,0.0523,0.7037,0.0,0.0
4,171,0.0,0.0522,0.7037,0.0,0.0
4,172,0.0,0.0523,0.7037,0.0,0.0
4,173,0.0,0.0516,0.7037,0.0,0.0
4,174,0.0,0.0516,0.7037,0.0,0.0
4,175,0.0,0.0519,0.7037,0.0,0.0
4,176,0.0,0.0523,0.7037,0.0,0.0
4,177,0.0,0.0522,0.7037,0.0,0.0
4,178,0.0,0.0523,0.7037,0.0,0.0
4,179,0.0,0.0511,0.7037,0.0,0.0
4,180,0.0,0.0515,0.7037,0.0,0.0
4,181,0.0,0.0521,0.7037,0.0,0.0
4,182,0.0,0.0523,0.7037,0.0,0.0
4,183,0.0,0.0523,0.7037,0.0,0.0
4,184,0.0,0.0523,0.7037,0.0,0.0
4,185,0.0,0.0523,0.7037,0.0,0.0
4,186,0.0,0.0523,0.7037,0.0,0.0
4,187,0.0,0.0523,0.7037,0.0,0.0
4,188,0.0,0.0523,0.7037,0.0,0.0
4,189,0.0,0.0523,0.7037,0.0,0.0
4,190,0.0,0.0523,0.7037,0.0,0.0
4,191,0.0,0.0523,0.7037,0.0,0.0
4,192,0.0,0.0523,0.7037,0.0,0.0
4,193,0.0,0.0523,0.7037,0.0,0.0
4,194,0.0,0.0523,0.7037,0.0,0.0
4,195,0.0,0.0523,0.7037,0.0,0.0
4,196,0.0,0.0523,0.7037,0.0,0.0
4,197,0.0,0.0523,0.7037,0.0,0.0
4,198,0.0,0.0523,0.7037,0.0,0.0
4,199,0.0,0.0523,0.7037,0.0,0.0
4,200,0.0,0.0523,0.7037,0.0,0.0
4,201,0.0,0.0523,0.7037,0.0,0.0
4,202,0.0,0.0523,0.7037,0.0,0.0
4,203,0.0,0.0523,0.7037,0.0,0.0
4,204,0.0,0.0523,0.7037,0.0,0.0
4,205,0.0,0.0523,0.7037,0.0,0.0
4,206,0.0,0.0523,0.7037,0.0,0.0
4,207,0.0,0.0523,0.7037,0.0,0.0
4,208,0.0,0.0523,0.7037,0.0,0.0
4,209,0.0,0.0523,0.7037,0.0,0.0
4,210,0.0,0.0523,0.7037,0.0,0.0
4,211,0.0,0.0523,0.7037,0.0,0.0
4,212,0.0,0.0523,0.7037,0.0,0.0
4,213,0.0,0.0523,0.7037,0.0,0.0
4,214,0.0,0.0523,0.7037,0.0,0.0
4,215,0.0,0.0523,0.7037,0.0,0.0
4,216,0.0,0.0523,0.7037,0.0,0.0
4,217,0.0,0.0523,0.7037,0.0,0.0
4,218,0.0,0.0523,0.7037,0.0,0.0
4,219,0.0,0.0523,0.7037,0.0,0.0
4,220,0.0,0.0523,0.7037,0.0,0.0
4,221,0.0,0.0523,0.7037,0.0,0.0
4,222,0.0,0.0523,0.7037,0.0,0.0
4,223,0.0,0.0523,0.7037,0.0,0.0
4,224,0.0,0.0523,0.7037,0.0,0.0
4,225,0.0,0.0523,0.7037,0.0,0.0
4,226,0.0,0.0507,0.6941,0.0,0.0
4,227,0.0,0.0001,0.0021,0.0,0.0
4,228,0.0,0.0523,0.7135,0.0,0.0
4,229,0.0,0.0523,0.7037,0.0,0.0
4,230,0.0,0.0523,0.7037,0.0,0.0
4,231,0.0,0.0523,0.7037,0.0,0.0
4,232,0.0,0.0523,0.7037,0.0,0.0
4,233,0.0,0.0523,0.7037,0.0,0.0
4,234,0.0,0.0523,0.7037,0.0,0.0
4,235,0.0,0.0523,0.7037,0.0,0.0
4,236,0.0,0.0523,0.7037,0.0,0.0
4,237,0.0,0.0523,0.7037,0.0,0.0
4,238,0.0,0.0523,0.7037,0.0,0.0
4,239,0.0,0.0523,0.7037,0.0,0.0
4,240,0.0,0.0523,0.7037,0.0,0.0
4,241,0.0,0.0523,0.7037,0.0,0.0
4,242,0.0,0.0523,0.7037,0.0,0.0
4,243,0.0,0.0523,0.7037,0.0,0.0
4,244,0.0,0.0523,0.7037,0.0,0.0
4,245,0.0,0.0523,0.7037,0.0,0.0
4,246,0.0,0.0523,0.7037,0.0,0.0
4,247,0.0,0.0523,0.7037,0.0,0.0
4,248,0.0,0.0523,0.7037,0.0,0.0
4,249,0.0,0.0523,0.7037,0.0,0.0
4,250,0.0,0.0523,0.7037,0.0,0.0
5,1,0.0,0.0523,0.7037,0.0108,0.0
5,2,0.0,0.0523,0.7037,0.0108,0.0
5,3,0.0,0.0523,0.7037,0.0108,0.0
5,4,0.0,0.0523,0.7037,0.0108,0.0
5,5,0.0,0.0523,0.7037,0.0108,0.0
5,6,0.0,0.0523,0.7037,0.0108,0.0
5,7,0.0,0.0523,0.7037,0.0108,0.0
5,8,0.0,0.0523,0.7037,0.0108,0.0
5,9,0.0,0.0523,0.7037,0.0108,0.0
5,10,0.0,0.0523,0.7037,0.0108,0.0
5,11,0.0,0.0523,0.7037,0.0108,0.0
5,12,0.0,0.0523,0.7037,0.0108,0.0
5,13,0.0,0.0523,0.7037,0.0108,0.0
5,14,0.0,0.0523,0.7037,0.0108,0.0
5,15,0.0,0.0523,0.7037,0.0108,0.0
5,16,0.0,0.0523,0.7037,0.0108,0.0
5,17,0.0,0.0523,0.7037,0.0108,0.0
5,18,0.0,0.0523,0.7037,0.0108,0.0
5,19,0.0,0.0523,0.7037,0.0109,0.0
5,20,0.0,0.0523,0.7037,0.0111,0.0
5,21,0.0,0.0523,0.7037,0.0113,0.0
5,22,0.0,0.0523,0.7037,0.0112,0.0
5,23,0.0,0.0523,0.7037,0.0108,0.0
5,24,0.0,0.0523,0.7037,0.0108,0.0
5,25,0.0766,0.0523,0.7037,0.0108,0.0
5,26,0.2624,0.0523,0.7037,0.0108,0.0
5,27,0.2624,0.0523,0.7037,0.0108,0.0
5,28,0.2624,0.0523,0.7037,0.0108,0.0
5,29,0.2624,0.0523,0.7037,0.0108,0.0
5,30,0.2624,0.0523,0.7037,0.0108,0.0
5,31,0.2624,0.0523,0.7037,0.0107,0.0
5,32,0.2624,0.0523,0.7037,0.0107,0.0
5,33,0.2606,0.0523,0.7037,0.0108,0.0
5,34,0.2614,0.0523,0.7037,0.011,0.0
5,35,0.2607,0.0523,0.7037,0.0113,0.0
5,36,0.2624,0.0523,0.7037,0.0113,0.0
5,37,0.2624,0.0523,0.7037,0.0112,0.0
5,38,0.2624,0.0523,0.7037,0.0108,0.0
5,39,0.2582,0.0523,0.7037,0.0108,0.0
5,40,0.2553,0.0523,0.7037,0.0108,0.0
5,41,0.2553,0.0523,0.7037,0.0108,0.0
5,42,0.2574,0.0523,0.7037,0.0108,0.0
5,43,0.2573,0.0523,0.7037,0.0108,0.0
5,44,0.2562,0.0523,0.7037,0.0115,0.0
5,45,0.2563,0.0523,0.7037,0.0127,0.0
5,46,0.2553,0.0523,0.7037,0.0136,0.0
5,47,0.2553,0.0523,0.7037,0.0142,0.0
5,48,0.2553,0.0523,0.7037,0.0143,0.0
5,49,0.2573,0.0523,0.7037,0.0138,0.0
5,50,0.2557,0.0523,0.7037,0.0124,0.0
5,51,0.2573,0.0523,0.7037,0.0109,0.0
5,52,0.2553,0.0523,0.7037,0.0109,0.0
5,53,0.2553,0.0523,0.7037,0.0108,0.0
5,54,0.2553,0.0523,0.7037,0.0108,0.0
5,55,0.2553,0.0523,0.7037,0.0108,0.0
5,56,0.2553,0.0523,0.7037,0.0108,0.0
5,57,0.2547,0.0523,0.7037,0.0108,0.0
5,58,0.2553,0.0523,0.7037,0.0108,0.0
5,59,0.2553,0.0523,0.7037,0.0108,0.0
5,60,0.2553,0.0523,0.7037,0.0108,0.0
5,61,0.2553,0.0523,0.7037,0.0108,0.0
5,62,0.2553,0.0523,0.7037,0.0108,0.0
5,63,0.2553,0.0523,0.7037,0.0109,0.0
5,64,0.2553,0.0523,0.7037,0.0108,0.0
5,65,0.2553,0.0523,0.7037,0.0108,0.0
5,66,0.2553,0.0523,0.7037,0.0108,0.0
5,67,0.2553,0.0523,0.7037,0.0108,0.0
5,68,0.2553,0.0523,0.7037,0.0108,0.0
