unit_number,time_cycles,sensor_2,sensor_3,sensor_4,sensor_7,sensor_11,sensor_15
2,272,649.31,1646.28,1416.1,542.37,48.41,8.85
2,273,649.17,1623.96,1436.18,544.0,49.48,8.74
2,274,648.36,1585.75,1420.08,544.53,49.73,8.65
2,275,652.21,1642.75,1422.16,542.51,52.27,8.78
2,276,649.27,1616.78,1437.48,541.76,48.75,8.58
2,277,650.17,1625.52,1419.03,545.56,51.24,8.81
2,278,650.18,1633.98,1433.25,546.12,50.81,8.77
2,279,650.81,1631.54,1386.84,544.58,50.14,8.68
2,280,651.37,1642.11,1449.16,542.75,51.62,8.61
2,281,651.49,1619.66,1443.17,540.88,50.27,8.61
2,282,650.1,1638.95,1418.78,540.74,50.31,8.8
2,283,650.58,1623.62,1463.83,543.39,49.88,8.9
2,284,651.1,1644.3,1472.86,543.11,51.2,8.65
2,285,650.62,1642.15,1394.58,545.06,51.1,8.8
2,286,652.61,1610.24,1420.86,543.44,49.33,8.45
2,287,651.52,1652.81,1420.77,538.84,48.61,8.66
3,1,641.99,1585.3,1390.36,553.76,47.82,8.42
3,2,641.73,1600.41,1417.21,555.19,47.68,8.48
3,3,641.72,1584.87,1388.49,553.5,48.19,8.42
3,4,641.8,1586.69,1401.73,553.66,47.06,8.41
3,5,642.09,1591.26,1409.1,553.9,47.88,8.41
3,6,641.95,1582.83,1388.76,554.49,47.85,8.37
3,7,641.34,1587.69,1401.73,554.11,47.21,8.46
3,8,641.38,1591.98,1408.53,553.2,47.81,8.37
3,9,641.84,1588.1,1400.23,553.65,47.61,8.39
3,10,642.17,1589.56,1425.96,553.6,47.44,8.36
3,11,641.21,1586.98,1385.15,553.91,47.26,8.44
3,12,641.89,1581.09,1409.73,554.2,47.3,8.44
3,13,641.89,1592.14,1398.68,554.19,48.13,8.43
3,14,642.47,1600.77,1407.22,552.86,47.52,8.4
3,15,641.95,1590.39,1404.29,554.55,47.75,8.4
3,16,642.19,1591.67,1393.76,554.06,47.28,8.46
3,17,642.12,1594.52,1402.47,554.72,47.29,8.42
3,18,641.45,1582.79,1383.73,554.15,47.85,8.46
3,19,642.33,1600.67,1405.94,554.53,47.12,8.41
3,20,642.18,1591.71,1403.25,554.13,47.41,8.45
3,21,642.28,1600.34,1406.37,554.64,47.54,8.5
3,22,643.31,1586.21,1410.2,554.13,47.57,8.47
3,23,641.52,1601.57,1404.05,553.74,47.49,8.43
3,24,642.68,1595.37,1402.14,555.15,47.66,8.46
3,25,642.09,1594.1,1392.95,554.3,47.76,8.44
3,26,642.28,1592.25,1394.54,554.09,47.77,8.45
3,27,642.19,1589.42,1411.7,552.96,47.26,8.43
3,28,642.09,1598.18,1414.03,552.93,47.48,8.44
3,29,642.07,1591.89,1399.04,553.86,47.92,8.46
3,30,642.35,1579.32,1401.68,553.75,47.84,8.41
3,31,641.81,1584.5,1393.21,553.27,47.16,8.41
3,32,642.51,1590.16,1411.99,553.7,47.69,8.39
3,33,642.18,1593.22,1407.52,554.55,46.99,8.39
3,34,641.99,1591.1,1419.09,553.98,47.6,8.4
3,35,642.21,1598.84,1393.82,552.86,48.16,8.46
3,36,642.74,1579.91,1398.42,553.45,47.32,8.42
3,37,642.22,1592.57,1404.01,553.0,47.36,8.47
3,38,642.51,1580.89,1407.85,553.23,47.84,8.45
3,39,642.21,1596.46,1400.2,553.18,47.16,8.38
3,40,642.68,1591.43,1394.39,553.11,47.44,8.48
3,41,642.68,1594.62,1410.29,552.62,47.81,8.49
3,42,643.05,1587.02,1408.97,553.26,47.45,8.42
3,43,642.47,1599.99,1394.35,552.97,47.57,8.47
3,44,642.74,1598.67,1414.92,551.52,47.87,8.42
3,45,642.6,1596.03,1413.38,554.47,47.78,8.46
3,46,642.98,1591.86,1404.18,553.86,47.75,8.41
3,47,642.4,1596.24,1403.82,552.95,47.57,8.39
3,48,642.87,1588.63,1408.22,553.15,47.79,8.45
3,49,642.62,1598.13,1395.62,552.4,47.65,8.46
3,50,642.68,1603.02,1403.78,554.08,47.83,8.45
3,51,642.76,1599.67,1384.28,554.16,47.55,8.42
3,52,642.84,1589.0,1411.69,553.08,47.66,8.45
3,53,642.75,1595.68,1389.89,553.56,47.42,8.48
3,54,642.88,1585.88,1417.63,553.01,47.72,8.47
3,55,643.32,1597.21,1401.28,552.07,47.49,8.48
3,56,643.18,1596.62,1402.5,552.58,47.41,8.44
3,57,643.17,1582.84,1398.91,552.86,47.83,8.52
3,58,642.81,1587.23,1402.13,552.47,47.83,8.42
3,59,642.71,1592.65,1417.66,552.57,48.01,8.49
3,60,643.3,1592.69,1382.67,552.6,47.65,8.52
3,61,643.31,1587.39,1416.72,552.56,47.91,8.49
3,62,643.52,1597.13,1408.44,552.59,47.97,8.47
3,63,642.93,1596.46,1394.71,551.88,47.94,8.46
3,64,643.08,1593.95,1396.07,552.04,47.57,8.52
3,65,642.69,1590.74,1421.02,551.65,47.87,8.42
3,66,643.11,1601.73,1397.61,552.96,47.95,8.44
3,67,643.56,1605.54,1395.92,551.06,47.85,8.47
3,68,643.16,1592.87,1416.73,552.96,47.23,8.53
3,69,643.53,1592.27,1409.73,553.05,47.92,8.5
3,70,643.32,1599.06,1398.44,551.98,48.55,8.45
3,71,643.51,1594.15,1409.03,550.55,47.79,8.47
3,72,643.11,1595.64,1398.05,551.84,47.69,8.46
3,73,643.52,1601.09,1417.39,551.97,48.03,8.46
3,74,642.64,1585.38,1417.24,551.34,48.02,8.53
3,75,643.52,1604.93,1412.69,551.58,48.3,8.44
3,76,643.13,1597.65,1411.37,552.75,47.57,8.56
3,77,644.03,1594.93,1424.18,552.18,48.18,8.53
3,78,643.94,1597.06,1408.54,551.17,48.15,8.54
3,79,643.89,1597.57,1398.13,550.7,47.94,8.48
3,80,644.25,1587.6,1413.03,551.41,48.1,8.49
3,81,643.56,1607.16,1427.99,551.41,48.32,8.44
3,82,644.41,1598.64,1400.31,551.78,48.29,8.48
3,83,644.21,1601.26,1406.42,551.1,47.69,8.52
3,84,643.91,1604.52,1413.66,551.66,48.3,8.56
3,85,644.37,1592.89,1409.66,552.46,48.04,8.46
3,86,643.75,1602.07,1401.55,551.72,48.1,8.49
3,87,643.88,1597.84,1420.73,551.14,48.11,8.5
3,88,643.99,1604.75,1431.76,550.99,48.06,8.46
3,89,644.07,1587.13,1412.89,550.82,48.48,8.54
3,90,643.96,1599.52,1403.24,551.67,48.11,8.49
3,91,644.69,1596.72,1397.69,550.52,47.81,8.51
3,92,644.3,1603.16,1414.21,550.86,48.04,8.5
3,93,644.54,1603.62,1422.08,550.79,48.23,8.49
3,94,644.31,1596.79,1416.69,550.39,48.56,8.52
3,95,643.99,1596.99,1412.65,549.8,48.39,8.52
3,96,644.67,1600.84,1407.64,550.74,47.96,8.51
3,97,644.07,1596.37,1403.39,550.44,48.98,8.5
3,98,644.68,1607.04,1421.0,550.7,48.33,8.54
3,99,644.34,1600.02,1421.99,550.01,48.65,8.6
3,100,645.41,1585.04,1400.13,550.99,48.23,8.54
3,101,645.14,1600.49,1428.64,549.65,48.46,8.58
3,102,644.95,1596.76,1419.78,551.13,48.56,8.48
3,103,645.36,1593.46,1427.5,548.98,48.69,8.55
3,104,644.78,1596.08,1403.11,550.21,48.66,8.5
3,105,645.26,1604.42,1403.19,550.16,48.62,8.48
3,106,645.22,1612.0,1414.44,549.31,48.28,8.52
3,107,645.3,1606.17,1420.6,549.97,48.22,8.59
3,108,645.66,1600.92,1432.55,550.4,48.51,8.59
3,109,645.56,1607.57,1423.04,548.22,48.71,8.56
3,110,645.49,1602.35,1414.81,549.77,48.38,8.49
3,111,644.96,1601.21,1408.07,547.89,48.78,8.55
3,112,645.24,1598.73,1428.69,548.72,48.91,8.57
3,113,645.55,1595.43,1409.25,550.2,48.22,8.57
3,114,645.68,1603.88,1432.91,548.78,48.26,8.49
3,115,645.38,1607.46,1416.01,548.34,48.49,8.53
3,116,646.5,1606.22,1433.21,548.84,48.64,8.56
3,117,646.3,1604.59,1425.34,550.11,48.41,8.59
3,118,646.09,1601.71,1418.32,547.69,48.99,8.48
3,119,646.0,1611.33,1415.21,548.07,48.73,8.57
3,120,645.98,1600.07,1417.16,549.51,48.64,8.58
3,121,645.83,1612.93,1424.42,549.63,48.21,8.61
3,122,646.2,1602.57,1421.6,548.36,48.27,8.61
3,123,646.33,1604.37,1415.9,547.59,48.76,8.6
3,124,645.95,1600.39,1420.1,549.5,48.06,8.55
3,125,646.49,1606.5,1422.65,549.1,49.02,8.51
3,126,646.41,1615.86,1402.51,548.47,48.69,8.57
3,127,645.91,1613.47,1427.1,547.43,49.81,8.63
3,128,646.31,1617.06,1413.08,547.83,49.56,8.66
3,129,646.53,1614.45,1411.2,547.65,48.73,8.63
3,130,647.44,1603.03,1405.23,547.91,48.78,8.62
3,131,647.03,1608.91,1403.67,548.67,49.22,8.62
3,132,646.37,1605.61,1408.47,548.17,49.53,8.57
3,133,647.17,1622.93,1416.17,546.5,48.21,8.6
3,134,646.39,1602.33,1449.92,548.44,48.15,8.7
3,135,647.59,1620.54,1418.73,547.45,48.65,8.56
3,136,646.98,1621.12,1428.37,547.69,49.21,8.71
3,137,647.23,1630.39,1431.93,548.33,49.19,8.6
3,138,647.98,1609.86,1428.62,545.81,49.5,8.7
3,139,646.79,1621.12,1425.99,546.73,48.42,8.53
3,140,646.8,1637.53,1409.41,546.12,47.86,8.66
3,141,647.28,1608.4,1450.52,544.93,49.5,8.58
3,142,648.22,1598.8,1457.23,546.82,48.63,8.53
3,143,646.91,1594.95,1401.1,549.09,47.99,8.65
3,144,646.24,1623.89,1411.88,544.17,49.2,8.71
3,145,647.65,1594.59,1424.7,546.09,49.6,8.57
3,146,648.31,1612.22,1412.89,546.77,49.09,8.52
3,147,648.79,1622.25,1439.5,546.06,48.91,8.63
3,148,647.87,1619.63,1417.28,545.66,49.11,8.64
3,149,647.98,1623.08,1472.17,544.05,49.0,8.69
3,150,649.06,1620.96,1454.64,545.87,48.39,8.73
3,151,647.17,1635.32,1436.23,544.46,48.81,8.65
3,152,648.23,1606.03,1453.18,542.4,49.65,8.82
3,153,648.71,1609.92,1455.67,546.87,49.55,8.68
3,154,648.98,1608.78,1421.45,546.46,49.47,8.63
3,155,648.38,1631.86,1416.24,545.08,48.66,8.51
3,156,648.86,1633.5,1435.89,545.22,49.27,8.64
3,157,647.08,1627.47,1453.82,546.36,47.81,8.64
3,158,648.51,1639.08,1438.22,544.99,49.58,8.77
3,159,649.45,1603.4,1399.05,545.93,50.57,8.72
3,160,648.42,1648.12,1417.06,543.95,48.34,8.56
3,161,649.33,1646.69,1434.63,546.39,49.05,8.7
3,162,649.73,1634.72,1435.01,544.69,49.82,8.76
3,163,649.18,1652.62,1486.23,544.37,50.61,8.86
3,164,649.7,1595.73,1402.83,541.79,49.22,8.79
3,165,648.82,1615.03,1451.2,544.29,49.03,8.78
3,166,649.56,1611.63,1477.5,542.23,47.94,8.7
3,167,650.37,1637.55,1499.3,542.43,49.77,8.75
3,168,650.07,1606.41,1428.76,541.97,51.53,8.85
3,169,649.49,1639.45,1453.53,541.36,49.98,8.55
3,170,650.32,1651.41,1456.39,547.1,49.73,8.67
3,171,650.88,1639.55,1446.57,545.55,50.08,8.62
3,172,648.36,1632.34,1438.73,546.58,49.8,8.77
3,173,651.53,1608.27,1454.67,540.43,49.05,8.88
3,174,650.17,1611.2,1368.06,542.8,50.67,8.65
3,175,651.03,1653.08,1463.35,539.96,50.11,8.41
3,176,651.91,1644.38,1447.32,541.0,49.93,8.67
3,177,649.4,1628.31,1437.18,540.39,48.95,8.86
3,178,650.16,1620.89,1508.12,544.7,51.32,8.81
3,179,650.7,1587.46,1423.74,541.17,50.7,8.8
4,1,641.92,1589.04,1407.56,552.3,47.26,8.39
4,2,641.62,1587.1,1387.79,553.99,47.52,8.47
4,3,642.16,1584.21,1391.9,553.93,47.71,8.43
4,4,641.75,1588.96,1391.34,553.72,47.46,8.44
4,5,642.66,1592.97,1409.74,555.03,47.85,8.5
4,6,642.18,1589.97,1408.52,553.46,47.66,8.44
4,7,641.83,1591.88,1404.43,554.45,46.85,8.45
4,8,641.83,1600.93,1409.71,554.2,47.34,8.39
4,9,641.99,1588.01,1392.16,554.74,47.34,8.43
4,10,641.95,1591.75,1403.23,553.58,47.65,8.46
4,11,642.36,1587.04,1398.98,553.53,46.72,8.38
4,12,642.08,1585.04,1407.75,554.62,48.27,8.45
4,13,641.81,1586.63,1399.12,554.21,47.67,8.45
4,14,642.6,1587.29,1396.71,553.03,47.55,8.44
4,15,642.06,1592.34,1405.07,553.62,47.87,8.48
4,16,642.28,1604.3,1408.12,554.17,48.22,8.45
4,17,641.87,1585.94,1394.25,554.43,47.78,8.5
4,18,642.17,1587.76,1399.74,553.51,47.8,8.4
4,19,642.16,1589.91,1390.8,552.16,47.56,8.45
4,20,641.51,1592.7,1377.88,554.22,47.48,8.45
4,21,642.68,1591.94,1402.2,553.16,47.38,8.4
4,22,642.47,1598.09,1405.92,552.67,47.28,8.48
4,23,641.98,1575.87,1402.84,552.17,47.32,8.54
4,24,641.77,1576.14,1382.98,554.35,47.12,8.44
4,25,642.22,1587.53,1397.41,553.93,47.51,8.46
4,26,642.15,1597.13,1380.65,553.7,47.03,8.45
4,27,642.24,1581.19,1412.99,554.66,47.59,8.42
4,28,642.2,1572.58,1390.93,554.19,47.53,8.37
4,29,642.3,1594.1,1412.06,554.77,47.59,8.42
4,30,642.6,1592.19,1409.33,552.95,47.39,8.39
4,31,642.34,1584.23,1392.76,553.75,48.47,8.51
4,32,641.87,1584.91,1390.73,552.78,47.96,8.44
4,33,642.61,1585.06,1404.14,553.6,47.18,8.43
4,34,642.7,1591.59,1393.45,553.57,47.63,8.48
4,35,643.17,1587.23,1402.03,554.08,47.38,8.4
4,36,641.9,1594.01,1396.83,553.71,47.26,8.42
4,37,642.32,1573.97,1385.21,554.04,47.17,8.45
4,38,641.64,1586.02,1381.23,554.07,47.7,8.49
4,39,642.44,1584.47,1403.42,554.93,47.37,8.47
4,40,642.13,1589.75,1396.39,553.42,47.87,8.46
4,41,642.88,1588.12,1396.54,553.03,47.88,8.45
4,42,642.09,1596.21,1407.86,553.72,48.0,8.47
4,43,641.83,1580.33,1412.23,553.07,47.34,8.46
4,44,642.21,1591.83,1399.3,554.42,47.74,8.41
4,45,641.77,1594.98,1398.77,553.34,47.79,8.45
4,46,642.61,1602.84,1406.42,553.15,47.46,8.41
4,47,641.78,1588.89,1389.79,553.18,47.38,8.46
4,48,642.43,1593.8,1404.09,553.88,48.1,8.43
4,49,641.81,1581.11,1407.14,553.33,47.69,8.56
4,50,642.36,1577.66,1408.38,553.01,47.82,8.45
4,51,642.96,1597.16,1384.92,554.37,47.38,8.4
4,52,642.6,1592.14,1395.59,552.83,47.27,8.45
4,53,642.25,1599.33,1394.64,553.34,47.47,8.48
4,54,642.52,1584.11,1403.54,553.69,47.61,8.52
4,55,642.55,1595.55,1407.06,552.29,47.33,8.43
4,56,642.71,1603.74,1416.31,553.53,47.65,8.4
4,57,642.18,1595.13,1398.49,552.58,47.16,8.49
4,58,642.79,1594.37,1398.57,553.68,47.33,8.41
4,59,641.82,1592.85,1413.5,552.58,47.88,8.44
4,60,642.46,1583.47,1405.93,553.55,47.86,8.45
4,61,642.53,1601.13,1414.78,553.77,47.57,8.46
4,62,642.89,1589.43,1406.08,553.59,47.39,8.49
4,63,642.73,1596.22,1393.18,553.19,47.39,8.44
4,64,642.32,1583.92,1391.71,552.87,47.59,8.45
4,65,642.47,1586.32,1389.86,552.63,47.91,8.46
4,66,642.85,1602.11,1409.9,553.83,48.0,8.47
4,67,642.79,1591.53,1414.76,552.5,47.58,8.47
4,68,642.66,1602.44,1420.83,552.26,47.39,8.49
4,69,642.72,1593.36,1411.9,553.25,47.82,8.5
4,70,643.1,1582.89,1414.9,552.34,47.5,8.49
4,71,642.76,1599.41,1399.34,552.21,47.6,8.49
4,72,642.91,1590.63,1394.28,551.88,48.16,8.41
4,73,643.62,1598.48,1412.47,552.42,48.02,8.47
4,74,642.56,1594.56,1408.71,552.63,47.82,8.49
4,75,642.46,1585.27,1406.06,552.79,47.4,8.5
4,76,643.28,1595.63,1408.71,553.18,47.85,8.45
4,77,642.87,1607.95,1408.27,552.89,48.12,8.45
4,78,643.01,1597.85,1417.06,552.42,47.69,8.45
4,79,642.9,1594.67,1417.3,552.38,48.22,8.5
4,80,643.08,1601.6,1410.69,552.76,48.21,8.52
4,81,643.67,1596.54,1413.55,553.18,48.33,8.46
4,82,643.46,1596.67,1410.71,552.45,47.93,8.52
4,83,643.51,1588.99,1402.08,552.06,48.02,8.49
4,84,642.85,1597.08,1413.19,551.7,48.28,8.48
4,85,642.96,1602.02,1393.99,551.39,48.0,8.48
4,86,642.49,1590.93,1416.18,552.62,47.72,8.51
4,87,643.13,1604.64,1396.1,552.52,47.75,8.5
4,88,643.69,1595.68,1409.58,552.48,47.96,8.58
4,89,643.59,1591.04,1399.56,552.01,47.51,8.45
4,90,643.4,1602.5,1412.31,552.89,47.86,8.51
4,91,643.49,1594.94,1407.19,551.71,48.25,8.47
4,92,643.33,1601.37,1393.31,552.53,47.27,8.46
4,93,643.63,1595.21,1411.61,551.89,48.4,8.49
4,94,643.83,1596.75,1402.79,551.5,48.28,8.5
4,95,643.15,1600.22,1416.1,552.18,47.82,8.61
4,96,643.76,1599.16,1408.35,552.02,48.13,8.49
4,97,643.98,1585.6,1412.07,551.94,47.97,8.45
4,98,643.61,1591.0,1400.07,551.73,48.35,8.51
4,99,643.98,1603.46,1403.56,551.61,48.29,8.42
4,100,644.65,1597.25,1404.92,553.02,47.58,8.5
4,101,643.81,1595.06,1416.94,552.25,48.19,8.5
4,102,644.0,1590.22,1424.51,551.92,47.96,8.53
4,103,643.7,1592.06,1402.35,551.51,48.06,8.54
4,104,644.01,1586.57,1419.48,551.99,47.83,8.49
4,105,644.13,1598.26,1390.45,551.65,48.58,8.5
4,106,644.09,1595.45,1399.42,551.3,48.38,8.48
4,107,643.77,1593.41,1401.73,551.06,47.85,8.46
4,108,644.17,1598.97,1398.38,551.14,47.69,8.52
4,109,644.59,1601.74,1396.5,549.23,47.98,8.46
4,110,644.32,1612.29,1414.67,551.21,48.24,8.5
4,111,644.52,1590.84,1409.22,550.73,48.19,8.47
4,112,644.2,1607.05,1414.77,551.93,48.51,8.54
4,113,644.54,1606.11,1417.77,550.93,48.38,8.59
4,114,644.44,1595.78,1414.15,550.15,48.44,8.47
4,115,644.11,1601.86,1417.89,550.78,48.26,8.45
4,116,644.53,1598.08,1411.55,550.13,47.76,8.52
4,117,644.18,1602.13,1401.7,550.98,48.13,8.52
4,118,644.33,1610.25,1422.12,550.81,48.52,8.53
4,119,644.62,1605.02,1407.51,551.16,48.2,8.51
4,120,644.7,1604.63,1404.61,550.05,48.37,8.52
4,121,644.29,1599.19,1411.65,550.49,48.14,8.54
4,122,645.01,1593.07,1405.25,549.59,47.94,8.57
4,123,644.91,1600.92,1409.93,550.77,48.22,8.45
4,124,644.57,1609.61,1417.01,550.6,48.37,8.52
4,125,644.37,1593.41,1417.27,550.53,48.09,8.54
4,126,644.83,1596.44,1406.29,550.17,48.23,8.5
4,127,644.79,1603.73,1410.21,550.36,48.03,8.61
4,128,645.0,1597.27,1424.49,551.01,48.66,8.51
4,129,644.9,1598.63,1419.53,549.81,48.25,8.54
4,130,644.46,1601.05,1433.97,550.01,48.79,8.56
4,131,644.99,1595.61,1426.15,549.21,48.82,8.52
4,132,645.06,1598.17,1426.07,549.27,48.35,8.47
4,133,645.39,1608.45,1403.52,549.79,48.09,8.53
4,134,645.04,1596.6,1423.12,550.33,47.78,8.59
4,135,645.8,1595.07,1416.01,549.45,47.97,8.54
4,136,644.77,1601.1,1411.78,549.4,48.02,8.52
4,137,645.79,1609.49,1418.5,549.23,48.86,8.59
4,138,645.38,1604.14,1425.74,549.08,48.49,8.54
4,139,645.75,1602.75,1421.99,549.51,48.59,8.54
4,140,645.57,1606.03,1409.83,548.37,47.82,8.56
4,141,645.94,1595.52,1424.67,549.97,48.14,8.59
4,142,645.53,1609.19,1412.51,548.74,48.78,8.66
4,143,645.37,1608.75,1420.45,549.5,48.61,8.6
4,144,646.18,1604.22,1416.03,548.23,48.5,8.61
4,145,645.77,1612.95,1417.06,549.33,48.73,8.55
4,146,645.92,1600.38,1426.19,549.26,49.06,8.53
4,147,646.28,1614.15,1410.19,549.02,48.52,8.57
4,148,645.65,1608.55,1437.33,548.12,48.62,8.58
4,149,646.2,1605.84,1403.7,548.79,48.67,8.53
4,150,645.9,1607.98,1414.98,547.86,49.35,8.57
4,151,646.09,1607.7,1423.96,548.35,48.02,8.59
4,152,646.2,1615.91,1426.17,549.04,48.87,8.59
4,153,645.79,1602.37,1420.28,548.83,48.64,8.6
4,154,646.06,1604.5,1420.94,548.29,48.86,8.59
4,155,646.75,1615.54,1425.44,547.62,48.51,8.56
4,156,646.67,1606.0,1419.94,548.51,48.71,8.57
4,157,646.44,1615.41,1435.27,548.06,48.96,8.54
4,158,646.6,1621.0,1430.68,546.48,49.76,8.67
4,159,646.48,1607.66,1431.58,548.42,49.04,8.59
4,160,647.1,1615.28,1413.2,547.81,48.5,8.58
4,161,646.62,1602.66,1422.61,548.6,48.65,8.55
4,162,646.83,1616.64,1420.45,546.87,48.65,8.74
4,163,647.24,1612.88,1412.66,545.19,48.16,8.55
4,164,646.57,1615.31,1428.54,547.73,48.72,8.58
4,165,647.55,1606.74,1418.19,547.66,49.16,8.63
4,166,646.36,1598.51,1433.02,545.96,48.36,8.64
4,167,647.74,1616.68,1411.68,546.44,49.34,8.66
4,168,646.95,1594.82,1447.89,549.58,49.13,8.71
4,169,647.06,1610.15,1413.89,546.84,48.61,8.64
4,170,646.37,1621.83,1429.15,547.69,48.89,8.55
4,171,647.08,1615.31,1437.56,546.34,49.72,8.6
4,172,646.86,1632.43,1418.58,544.86,49.34,8.64
4,173,647.12,1624.11,1439.6,546.61,49.01,8.76
4,174,647.41,1607.81,1408.93,546.43,48.9,8.53
4,175,648.03,1614.91,1450.01,546.2,49.08,8.71
4,176,647.71,1614.42,1428.25,546.41,48.79,8.64
4,177,647.83,1598.29,1418.79,546.72,47.95,8.69
4,178,647.14,1605.23,1423.77,546.19,50.21,8.62
4,179,647.31,1609.53,1442.5,544.86,49.2,8.57
4,180,648.89,1592.93,1419.36,546.73,49.35,8.69
4,181,647.5,1616.9,1416.63,543.84,49.11,8.69
4,182,648.97,1613.7,1426.05,543.59,48.73,8.72
4,183,647.91,1596.81,1409.06,546.81,49.07,8.64
4,184,648.13,1622.19,1464.1,546.45,48.22,8.6
4,185,648.86,1626.46,1420.37,545.67,50.64,8.52
4,186,649.07,1620.71,1447.15,543.88,48.46,8.72
4,187,648.26,1613.94,1435.71,544.65,48.59,8.69
4,188,648.14,1626.21,1412.56,545.13,48.99,8.57
4,189,648.43,1627.83,1432.2,543.25,50.16,8.61
4,190,648.76,1623.22,1448.66,544.28,49.32,8.62
4,191,649.22,1607.94,1429.11,546.1,48.48,8.52
4,192,648.67,1623.54,1458.5,547.11,50.23,8.59
4,193,649.18,1637.03,1455.58,544.41,49.89,8.56
4,194,650.0,1611.62,1454.04,546.01,49.78,8.63
4,195,649.16,1651.47,1424.26,542.01,49.94,8.6
4,196,649.19,1613.04,1410.55,545.72,51.22,8.51
4,197,647.87,1621.71,1421.16,543.42,51.11,8.88
4,198,647.07,1611.18,1440.01,545.01,48.94,8.81
4,199,649.47,1625.34,1448.62,544.06,50.76,8.6
4,200,649.16,1594.57,1384.59,546.44,49.81,8.71
4,201,648.9,1613.72,1436.36,542.85,49.93,8.73
4,202,649.58,1605.03,1440.79,545.18,48.17,8.82
4,203,649.41,1625.38,1430.41,543.59,49.43,8.6
4,204,650.48,1640.12,1470.08,543.69,48.91,8.81
4,205,649.68,1634.76,1448.76,543.55,50.32,8.63
4,206,649.04,1583.37,1472.18,542.31,50.55,8.54
4,207,650.62,1660.02,1433.13,543.64,47.85,8.78
4,208,649.64,1630.01,1463.95,543.45,49.66,8.85
4,209,650.38,1611.27,1483.33,543.89,50.7,9.01
4,210,649.55,1628.31,1475.49,543.51,49.55,8.56
4,211,649.46,1629.04,1410.29,544.72,50.41,8.79
4,212,650.21,1613.79,1433.62,544.87,50.08,8.66
4,213,650.22,1630.21,1431.34,541.08,50.1,8.81
4,214,650.74,1615.31,1455.37,544.6,49.54,8.53
4,215,650.11,1619.42,1461.6,540.57,48.66,8.56
4,216,648.66,1614.19,1417.77,543.88,48.76,8.62
4,217,650.1,1599.72,1444.61,543.86,50.56,8.73
4,218,651.39,1631.13,1382.77,538.73,49.91,8.64
4,219,650.38,1640.34,1486.88,542.61,49.77,8.82
4,220,650.51,1639.4,1428.17,541.37,49.5,8.87
4,221,651.85,1646.14,1445.92,540.65,49.64,8.82
4,222,650.18,1636.38,1434.95,544.91,51.07,8.96
4,223,649.38,1618.81,1481.1,540.63,49.65,8.8
5,1,641.64,1586.2,1403.69,553.26,47.45,8.47
5,2,642.41,1584.9,1397.52,554.83,46.63,8.43
5,3,641.82,1586.77,1401.04,553.18,48.0,8.54
5,4,642.28,1594.56,1404.16,553.87,47.23,8.45
5,5,642.48,1588.71,1398.35,553.36,47.65,8.43
5,6,642.15,1581.96,1399.14,554.32,47.48,8.41
5,7,641.57,1600.69,1398.17,553.78,47.88,8.48
5,8,641.75,1592.03,1408.85,553.66,47.63,8.48
5,9,642.43,1581.69,1403.92,554.47,47.44,8.42
5,10,641.99,1587.52,1402.17,553.97,47.24,8.46
5,11,642.07,1590.87,1388.79,554.25,47.75,8.38
5,12,642.28,1600.47,1396.86,553.34,46.95,8.45
5,13,642.27,1583.63,1408.4,553.07,47.71,8.46
5,14,642.16,1596.18,1400.71,553.97,47.19,8.51
5,15,642.02,1598.77,1406.36,553.7,47.9,8.41
5,16,642.0,1586.65,1416.38,554.25,47.58,8.39
5,17,642.37,1588.82,1409.89,553.81,47.72,8.41
5,18,642.29,1584.32,1401.45,553.96,47.56,8.39
5,19,642.06,1589.38,1396.08,552.85,47.01,8.5
5,20,642.47,1590.45,1377.77,554.93,47.28,8.51
5,21,642.13,1594.69,1399.31,553.68,47.75,8.46
5,22,641.93,1597.35,1397.97,554.18,47.6,8.49
5,23,641.97,1586.39,1404.5,553.23,47.91,8.45
5,24,641.92,1579.16,1399.69,553.9,47.68,8.44
5,25,642.15,1590.91,1398.29,552.91,47.28,8.43
5,26,642.62,1592.89,1385.25,553.93,47.33,8.44
5,27,642.03,1592.71,1392.91,553.42,47.61,8.39
5,28,642.35,1589.35,1405.76,553.63,46.89,8.46
5,29,642.12,1592.15,1417.02,554.0,48.09,8.45
5,30,642.26,1600.59,1400.81,552.81,47.73,8.48
5,31,641.91,1593.89,1404.75,553.11,47.97,8.46
5,32,642.32,1589.46,1410.49,553.76,47.13,8.45
5,33,642.35,1588.81,1394.74,554.71,47.99,8.42
5,34,642.6,1590.91,1405.47,553.34,48.29,8.46
5,35,642.53,1601.86,1395.63,553.74,47.23,8.48
5,36,642.13,1591.06,1410.21,553.29,47.87,8.41
5,37,642.84,1592.16,1403.93,554.48,47.64,8.46
5,38,642.6,1589.51,1405.39,552.23,47.19,8.47
5,39,642.63,1599.13,1395.81,553.3,47.81,8.43
5,40,642.6,1604.42,1409.36,552.23,47.92,8.44
5,41,642.47,1595.5,1421.91,551.66,47.49,8.47
5,42,642.73,1593.43,1394.23,553.3,48.03,8.42
5,43,642.84,1593.3,1400.41,553.16,47.19,8.48
5,44,642.2,1578.92,1405.71,552.86,47.25,8.43
5,45,642.6,1597.84,1410.87,552.92,47.75,8.51
5,46,642.72,1594.33,1398.93,554.8,47.73,8.56
5,47,642.9,1596.25,1378.64,552.74,47.51,8.43
