rms,spectral_centroid,zero_crossing_rate,label
0.0409,1873.43,0.0313,0
0.0474,2118.56,0.078,0
0.038,1580.53,0.0627,0
0.0385,1997.82,0.0601,0
0.0457,2110.08,0.0661,0
0.032,2151.99,0.1072,0
0.0606,2037.45,0.1014,0
0.0377,1631.07,0.0916,0
0.0372,1375.55,0.0781,0
0.0803,2788.2,0.1654,1
0.0416,1588.35,0.0639,0
0.0934,2113.79,0.1187,1
0.0355,1727.86,0.0709,0
0.0582,1630.09,0.0647,0
0.0365,2441.12,0.0674,0
0.0512,2544.25,0.0484,0
0.0457,1880.92,0.0791,0
0.0288,1502.32,0.101,0
0.0478,2183.53,0.0356,0
0.0622,2078.58,0.0468,0
0.0593,2510.64,0.177,1
0.0677,2578.84,0.1652,1
0.0543,1938.43,0.0709,0
0.0493,944.69,0.1016,0
0.0446,1811.08,0.1362,0
0.0581,1948.28,0.0962,0
0.0412,1924.7,0.0574,0
0.0411,1838.78,0.077,0
0.0544,2070.55,0.0957,0
0.0563,920.1,0.1052,0
0.0277,2285.26,0.0651,0
0.0567,2913.77,0.1928,1
0.1085,2377.56,0.1224,1
0.0449,1821.73,0.0965,0
0.0534,1480.69,0.1139,0
0.0489,1674.98,0.0691,0
0.085,2793.29,0.126,1
0.0466,1701.9,0.0789,0
0.0556,1876.35,0.0763,0
0.0756,2404.82,0.1239,1
0.0481,2119.79,0.0511,0
0.0525,1571.66,0.0798,0
0.0312,1943.46,0.0794,0
0.0515,1692.5,0.0759,0
0.0543,1904.64,0.0823,0
0.055,1473.27,0.0708,0
0.0419,1949.18,0.092,0
0.0434,1439.36,0.1363,0
0.0524,1538.7,0.073,0
0.0512,1600.45,0.0811,0
0.0558,2047.84,0.0701,0
0.1041,2913.01,0.1305,1
0.0426,1750.82,0.0931,0
0.0716,2597.12,0.102,1
0.0563,1513.81,0.1017,0
0.0739,3157.16,0.19,1
0.0623,2068.87,0.0887,0
0.0374,2222.08,0.0946,0
0.0431,1659.2,0.0792,0
0.0509,2269.5,0.1007,0
0.0477,1924.97,0.0817,0
0.0686,3058.82,0.1372,1
0.0935,3149.88,0.1227,1
0.0496,2040.04,0.0993,0
0.084,2424.31,0.1675,1
0.0416,1391.35,0.0852,0
0.0908,3128.99,0.1205,1
0.059,1873.21,0.0794,0
0.0451,1761.8,0.0937,0
0.0472,2072.41,0.1034,0
0.0514,2002.85,0.0718,0
0.107,3090.17,0.1458,1
0.0705,1502.72,0.0584,0
0.0382,2260.09,0.0809,0
0.0532,1934.47,0.0887,0
0.0412,1424.97,0.1046,0
0.0411,1801.93,0.0782,0
0.047,1359.04,0.0832,0
0.0997,2776.89,0.1241,1
0.09,2566.6,0.1685,1
0.0569,2068.78,0.0762,0
0.0354,1431.97,0.065,0
0.0476,1352.6,0.0587,0
0.0586,1617.14,0.1185,0
0.0369,1678.46,0.0797,0
0.1138,2967.74,0.1667,1
0.0517,1735.06,0.0813,0
0.0445,1435.38,0.0648,0
0.079,1940.85,0.1069,1
0.038,1998.3,0.0748,0
0.0722,2207.83,0.151,1
0.0705,2856.73,0.1201,1
0.0593,1105.4,0.0877,0
0.0473,1800.43,0.0982,0
0.0448,1568.12,0.0643,0
0.0459,1125.45,0.0624,0
0.0494,1753.34,0.1114,0
0.0408,1669.32,0.0524,0
0.0346,1944.57,0.0676,0
0.0685,2423.76,0.1367,1
0.038,1684.39,0.1005,0
0.0561,1745.1,0.082,0
0.0722,2677.79,0.1145,1
0.0543,1724.27,0.0606,0
0.0584,1792.88,0.0638,0
0.0476,2259.3,0.0475,0
0.0343,1747.31,0.06,0
0.0484,1499.13,0.1306,0
0.0386,1614.19,0.1016,0
0.0598,2129.66,0.12,0
0.0768,2535.57,0.1472,1
0.0505,1772.85,0.0532,0
0.0432,1376.79,0.071,0
0.0555,1732.25,0.0874,0
0.0412,1931.58,0.1009,0
0.0814,2987.41,0.1366,1
0.0764,1878.83,0.1772,1
0.0358,2031.77,0.0827,0
0.0361,1912.87,0.0735,0
0.0508,2054.67,0.0832,0
0.0833,2377.35,0.181,1
0.0534,1771.88,0.0762,0
0.0419,1882.44,0.0819,0
0.0476,1909.28,0.0777,0
0.0489,1719.08,0.0787,0
0.0291,2054.65,0.0855,0
0.0591,1566.63,0.0888,0
0.0624,1431.28,0.091,0
0.0425,1609.25,0.1005,0
0.0615,1645.51,0.1003,0
0.0514,1433.01,0.0896,0
0.0391,1977.79,0.0928,0
0.089,2884.91,0.1704,1
0.0561,2035.39,0.0603,0
0.0283,1952.81,0.0669,0
0.0834,2390.23,0.1402,1
0.0523,1713.55,0.0562,0
0.0444,1905.69,0.0713,0
0.0462,1841.94,0.0502,0
0.0416,2134.36,0.0524,0
0.043,2101.69,0.0934,0
0.0463,1757.69,0.0902,0
0.0413,1402.64,0.0672,0
0.0759,2680.35,0.1132,1
0.0519,1173.25,0.0477,0
0.046,1583.96,0.0982,0
0.0887,2275.88,0.1827,1
0.0455,2122.4,0.0909,0
0.1129,2962.65,0.1085,1
0.0437,1421.08,0.0932,0
0.0536,1612.84,0.0856,0
0.0488,1562.5,0.0968,0
0.099,2680.13,0.1294,1
0.0495,1977.72,0.062,0
0.0441,2412.15,0.0845,0
0.0376,2586.38,0.0848,0
0.0244,2020.83,0.0439,0
0.0521,1239.33,0.0452,0
0.0514,2395.04,0.073,0
0.0503,2275.17,0.0694,0
0.0604,2002.23,0.1043,0
0.0292,2126.09,0.0626,0
0.0322,1527.31,0.0803,0
0.058,2187.31,0.1637,1
0.0317,2261.54,0.0405,0
0.0486,2271.56,0.0725,0
0.0378,1996.57,0.0657,0
0.0565,2010.52,0.0969,0
0.0514,2045.38,0.0735,0
0.0467,1466.69,0.0859,0
