unit_id,cycle,sensor_2,sensor_3,sensor_4,sensor_7,sensor_11,sensor_15,RUL
5,136,643.139,1592.902,1403.364,552.42,47.502,8.503,62
5,137,643.769,1598.27,1407.776,552.997,47.858,8.519,61
5,138,643.227,1591.452,1422.926,553.271,47.459,8.537,60
5,139,643.46,1591.554,1419.729,552.8,47.779,8.511,59
5,140,642.162,1590.029,1409.071,552.099,48.094,8.527,58
5,141,643.068,1588.149,1414.998,553.174,47.534,8.508,57
5,142,643.484,1582.722,1413.016,552.449,47.713,8.489,56
5,143,643.167,1598.218,1411.559,552.796,48.251,8.488,55
5,144,643.933,1590.603,1424.336,553.011,47.835,8.509,54
5,145,642.847,1590.943,1419.171,552.615,47.685,8.503,53
5,146,643.586,1595.599,1409.927,552.273,47.865,8.575,52
5,147,643.667,1585.75,1412.489,552.127,47.709,8.579,51
5,148,642.523,1584.341,1409.246,552.722,47.937,8.534,50
5,149,643.704,1583.823,1421.492,552.408,47.97,8.465,49
5,150,643.189,1591.88,1421.441,551.757,47.801,8.475,48
5,151,643.426,1594.103,1422.375,552.267,48.031,8.574,47
5,152,642.471,1593.503,1420.549,552.391,47.503,8.559,46
5,153,642.683,1590.4,1414.703,552.863,47.655,8.495,45
5,154,643.279,1595.199,1428.815,551.737,47.896,8.48,44
5,155,643.705,1587.479,1411.19,552.182,47.804,8.538,43
5,156,643.476,1591.271,1407.406,552.825,47.816,8.572,42
5,157,642.952,1584.946,1415.33,553.095,47.876,8.519,41
5,158,642.891,1598.447,1409.505,552.069,47.984,8.454,40
5,159,643.869,1593.973,1421.227,552.696,47.807,8.487,39
5,160,643.245,1587.637,1418.898,552.805,48.223,8.546,38
5,161,643.736,1590.411,1413.261,552.624,47.763,8.543,37
5,162,642.855,1588.134,1420.094,552.815,47.62,8.56,36
5,163,643.105,1591.788,1424.934,552.76,48.071,8.611,35
5,164,643.04,1587.841,1412.251,552.214,47.29,8.527,34
5,165,643.124,1594.982,1418.85,552.026,48.032,8.566,33
5,166,643.036,1589.937,1403.536,551.766,47.705,8.541,32
5,167,642.969,1589.918,1409.689,552.381,48.004,8.556,31
5,168,643.412,1585.87,1413.475,552.077,47.803,8.544,30
5,169,644.061,1595.345,1411.423,552.604,48.07,8.51,29
5,170,643.814,1591.519,1409.043,552.477,47.97,8.534,28
5,171,643.428,1589.347,1421.318,552.213,47.964,8.559,27
5,172,642.938,1588.71,1404.553,552.501,47.626,8.551,26
5,173,643.637,1594.76,1410.744,552.171,48.353,8.616,25
5,174,643.927,1593.764,1412.093,552.547,47.902,8.571,24
5,175,643.211,1591.787,1419.265,552.295,48.071,8.526,23
5,176,642.904,1599.042,1433.373,552.38,47.623,8.52,22
5,177,643.75,1597.971,1411.317,552.078,48.01,8.587,21
5,178,643.38,1586.416,1422.48,552.687,47.946,8.57,20
5,179,643.334,1589.353,1425.069,552.303,48.096,8.615,19
5,180,643.086,1590.593,1420.017,551.811,48.176,8.549,18
5,181,643.127,1593.129,1420.25,552.545,48.085,8.576,17
5,182,643.73,1592.179,1415.091,552.206,47.91,8.626,16
5,183,644.203,1595.528,1421.819,552.001,47.684,8.551,15
5,184,643.658,1593.98,1422.526,552.49,47.833,8.534,14
5,185,644.279,1596.212,1417.525,551.959,47.987,8.564,13
5,186,643.852,1603.334,1421.169,552.328,47.598,8.544,12
5,187,644.205,1594.87,1393.858,552.318,48.506,8.485,11
5,188,644.349,1582.239,1425.983,551.96,47.445,8.584,10
5,189,644.197,1594.849,1424.026,551.742,47.574,8.596,9
5,190,644.479,1597.978,1408.753,551.175,47.835,8.505,8
5,191,643.725,1595.101,1412.262,552.304,48.203,8.549,7
5,192,643.641,1585.795,1419.014,551.903,48.102,8.587,6
5,193,643.842,1592.604,1422.889,552.384,48.042,8.586,5
5,194,643.662,1591.142,1424.474,551.589,48.169,8.576,4
5,195,643.622,1592.484,1418.453,551.027,48.175,8.585,3
5,196,644.155,1591.738,1433.04,551.643,47.868,8.538,2
5,197,643.006,1600.062,1430.06,552.117,47.869,8.651,1
5,198,643.642,1592.924,1430.624,552.129,48.65,8.59,0
6,1,641.822,1582.557,1388.927,553.86,47.487,8.424,176
6,2,642.011,1581.031,1401.388,554.504,47.309,8.407,175
6,3,641.645,1588.489,1381.257,554.187,47.845,8.34,174
6,4,641.897,1584.999,1397.299,554.511,47.321,8.407,173
6,5,642.367,1585.11,1419.184,554.065,47.253,8.332,172
6,6,641.767,1589.646,1392.125,552.907,47.214,8.456,171
6,7,642.033,1583.726,1389.022,554.209,47.372,8.33,170
6,8,642.528,1588.149,1407.005,554.271,47.372,8.423,169
6,9,642.411,1577.828,1391.246,553.607,47.178,8.418,168
6,10,642.17,1589.589,1407.186,553.534,47.272,8.369,167
6,11,641.943,1586.427,1379.889,555.172,47.356,8.379,166
6,12,642.899,1583.769,1401.183,553.718,47.629,8.399,165
6,13,642.103,1589.994,1403.949,553.929,47.496,8.505,164
6,14,642.183,1585.667,1401.513,554.606,47.07,8.393,163
6,15,641.353,1580.487,1397.436,553.918,47.664,8.426,162
6,16,641.638,1582.333,1408.846,554.504,47.231,8.387,161
6,17,642.56,1581.295,1403.007,555.071,47.278,8.374,160
6,18,642.243,1583.412,1392.349,554.279,47.509,8.393,159
6,19,641.894,1581.47,1399.874,553.641,46.979,8.482,158
6,20,642.278,1587.631,1406.136,554.302,47.131,8.418,157
6,21,641.952,1587.122,1402.949,553.719,46.904,8.413,156
6,22,641.987,1577.833,1404.01,554.386,47.872,8.392,155
6,23,641.842,1580.984,1402.282,553.998,47.039,8.401,154
6,24,641.199,1589.155,1396.474,553.873,46.888,8.386,153
6,25,641.97,1585.433,1404.046,554.603,47.431,8.448,152
6,26,642.752,1587.786,1401.018,554.381,47.519,8.436,151
6,27,641.453,1582.17,1399.662,554.259,47.248,8.456,150
6,28,642.705,1590.363,1408.617,553.343,47.377,8.387,149
6,29,641.377,1584.447,1409.407,554.084,47.764,8.419,148
6,30,643.227,1586.338,1401.67,553.207,47.54,8.392,147
6,31,641.841,1590.785,1408.562,554.405,47.175,8.411,146
6,32,642.111,1588.822,1411.013,554.015,47.763,8.45,145
6,33,642.039,1589.039,1412.007,554.822,47.569,8.416,144
6,34,642.054,1588.062,1411.896,554.032,47.389,8.417,143
6,35,642.011,1585.143,1402.747,554.666,47.219,8.418,142
6,36,641.776,1588.692,1410.218,554.61,47.333,8.439,141
6,37,642.103,1587.972,1403.986,553.819,47.32,8.435,140
6,38,642.047,1584.925,1412.433,555.136,46.988,8.368,139
6,39,641.755,1585.518,1407.65,554.068,47.336,8.44,138
6,40,641.882,1584.99,1402.243,552.972,47.006,8.374,137
6,41,642.545,1586.985,1406.119,552.835,46.929,8.447,136
6,42,640.958,1590.939,1391.603,554.167,47.082,8.463,135
6,43,643.659,1576.985,1406.807,552.832,47.414,8.413,134
6,44,642.281,1582.469,1407.41,553.003,47.622,8.406,133
6,45,641.6,1592.533,1402.416,554.672,47.621,8.391,132
6,46,642.2,1586.677,1412.073,553.927,47.363,8.416,131
6,47,642.224,1591.45,1403.033,553.501,47.182,8.402,130
6,48,641.623,1583.269,1412.097,553.586,47.503,8.326,129
6,49,642.518,1585.666,1400.316,553.77,47.207,8.341,128
6,50,642.685,1587.323,1401.419,553.187,46.968,8.436,127
6,51,643.004,1587.205,1395.106,553.772,47.326,8.462,126
6,52,642.56,1574.49,1406.775,553.148,46.988,8.421,125
6,53,642.48,1579.912,1407.832,554.021,47.359,8.395,124
6,54,641.863,1590.62,1394.64,554.162,47.31,8.426,123
6,55,641.543,1585.972,1407.492,552.951,47.481,8.435,122
6,56,642.031,1590.02,1390.702,553.782,47.765,8.49,121
6,57,642.504,1585.438,1400.206,553.446,47.5,8.401,120
6,58,642.678,1595.221,1403.755,552.915,47.033,8.465,119
6,59,642.32,1590.239,1401.032,553.992,47.334,8.405,118
6,60,642.175,1581.988,1416.278,553.518,47.539,8.414,117
6,61,641.891,1585.885,1411.058,553.295,47.164,8.443,116
6,62,642.598,1593.437,1406.683,553.866,47.566,8.391,115
6,63,641.949,1582.576,1396.679,553.931,47.464,8.441,114
6,64,641.225,1595.179,1399.418,554.548,47.033,8.407,113
6,65,641.409,1588.451,1398.288,552.974,47.057,8.471,112
6,66,642.73,1594.297,1400.895,553.608,47.083,8.428,111
6,67,642.186,1588.954,1411.226,553.983,47.199,8.482,110
6,68,642.409,1585.845,1400.988,553.196,47.85,8.455,109
6,69,642.517,1586.142,1420.031,554.117,47.239,8.433,108
6,70,642.351,1587.822,1401.264,553.672,47.787,8.392,107
6,71,641.95,1585.354,1402.968,554.44,47.679,8.484,106
6,72,642.348,1586.19,1396.997,553.82,47.556,8.498,105
6,73,642.382,1586.817,1406.847,553.863,47.071,8.477,104
6,74,642.477,1583.198,1393.44,553.337,47.805,8.516,103
6,75,642.656,1595.33,1405.81,553.87,47.335,8.429,102
6,76,642.202,1579.29,1413.912,553.06,47.253,8.403,101
6,77,642.425,1594.636,1418.875,552.538,47.37,8.41,100
6,78,642.971,1588.779,1402.616,553.393,47.344,8.517,99
6,79,642.783,1590.363,1390.558,553.311,47.989,8.507,98
6,80,641.716,1586.481,1399.476,554.187,47.535,8.424,97
6,81,642.573,1577.357,1400.301,553.337,47.69,8.378,96
6,82,642.396,1591.877,1398.228,553.421,47.5,8.525,95
6,83,642.474,1587.204,1412.194,552.63,47.434,8.44,94
6,84,642.526,1591.336,1410.517,552.906,47.528,8.518,93
6,85,642.225,1588.576,1406.162,553.236,47.092,8.516,92
6,86,642.261,1592.152,1403.723,552.942,47.808,8.501,91
6,87,642.714,1591.146,1405.85,553.238,47.345,8.498,90
6,88,642.319,1594.096,1405.817,553.239,47.705,8.464,89
6,89,642.508,1588.089,1413.207,552.884,47.489,8.465,88
6,90,643.042,1587.864,1418.827,553.124,47.467,8.458,87
6,91,642.071,1584.171,1404.926,553.757,47.523,8.447,86
6,92,643.226,1594.577,1415.776,552.749,47.413,8.54,85
6,93,642.794,1587.357,1412.689,553.666,47.4,8.477,84
6,94,643.114,1583.842,1408.588,552.591,47.302,8.447,83
6,95,642.922,1587.251,1404.76,553.161,47.267,8.488,82
6,96,643.228,1588.278,1407.572,553.308,47.052,8.493,81
6,97,644.126,1588.161,1408.21,553.479,47.976,8.512,80
6,98,641.772,1590.961,1424.495,553.405,47.282,8.485,79
6,99,642.177,1593.696,1403.467,553.117,47.362,8.453,78
6,100,643.433,1589.236,1405.987,552.493,47.114,8.426,77
6,101,642.826,1592.8,1406.121,553.837,47.409,8.468,76
6,102,642.302,1592.9,1422.209,552.157,47.507,8.529,75
6,103,642.148,1591.262,1417.095,553.063,47.737,8.55,74
6,104,643.687,1588.806,1406.714,552.549,47.85,8.426,73
6,105,642.709,1589.523,1407.034,553.135,48.252,8.477,72
6,106,642.638,1593.232,1411.633,553.7,47.658,8.473,71
6,107,642.043,1582.751,1399.326,553.156,47.282,8.535,70
6,108,642.872,1588.313,1405.423,553.263,47.428,8.446,69
6,109,643.405,1590.768,1409.222,553.258,47.637,8.502,68
6,110,642.514,1597.691,1407.301,553.7,47.594,8.52,67
6,111,643.224,1594.057,1405.882,553.445,48.109,8.479,66
6,112,642.922,1587.436,1408.995,553.748,47.402,8.453,65
6,113,643.643,1592.089,1423.944,552.653,47.691,8.465,64
6,114,642.995,1582.556,1415.481,553.025,47.651,8.477,63
6,115,642.54,1592.624,1404.495,553.104,48.19,8.554,62
6,116,642.278,1587.628,1414.201,552.798,47.328,8.511,61
6,117,642.963,1597.494,1410.304,553.402,47.367,8.456,60
6,118,643.305,1594.234,1406.231,552.815,47.345,8.491,59
6,119,643.369,1588.222,1410.634,552.222,47.534,8.57,58
6,120,643.038,1586.015,1410.392,551.973,47.449,8.555,57
6,121,642.953,1597.65,1411.863,552.739,47.869,8.395,56
6,122,643.122,1589.954,1421.506,553.223,47.432,8.553,55
6,123,642.925,1586.596,1413.927,552.624,48.106,8.518,54
6,124,643.148,1593.88,1419.457,553.102,48.083,8.53,53
6,125,643.144,1595.298,1412.511,552.711,48.165,8.572,52
6,126,643.077,1588.591,1421.993,553.079,47.819,8.495,51
6,127,643.243,1590.383,1409.385,552.727,47.813,8.494,50
6,128,643.514,1595.69,1419.349,552.509,47.942,8.514,49
6,129,642.564,1593.291,1414.565,553.928,48.124,8.54,48
6,130,643.245,1591.32,1407.826,551.746,47.548,8.511,47
6,131,642.199,1588.553,1412.522,552.492,47.608,8.501,46
6,132,643.935,1593.445,1410.807,552.549,47.773,8.485,45
6,133,642.826,1594.904,1411.811,552.02,47.775,8.522,44
6,134,642.298,1590.765,1419.7,552.776,48.35,8.569,43
6,135,643.851,1602.195,1419.203,552.616,48.043,8.498,42
6,136,643.261,1588.471,1417.205,552.192,47.634,8.538,41
6,137,643.164,1583.419,1406.248,551.928,47.592,8.539,40
6,138,643.338,1595.457,1419.662,553.021,47.972,8.532,39
6,139,643.747,1594.941,1417.567,553.105,47.24,8.514,38
6,140,643.129,1595.942,1424.904,551.727,48.186,8.48,37
6,141,642.766,1590.462,1413.733,551.657,48.002,8.555,36
6,142,643.768,1589.733,1415.571,552.404,48.269,8.416,35
6,143,642.876,1591.558,1409.463,552.273,47.822,8.504,34
6,144,643.35,1594.117,1414.726,552.159,47.819,8.532,33
6,145,642.551,1593.519,1413.606,553.0,48.015,8.58,32
6,146,642.894,1590.257,1409.027,551.999,48.187,8.594,31
6,147,642.846,1589.979,1416.194,552.628,47.441,8.472,30
6,148,643.597,1584.085,1414.14,552.399,47.992,8.532,29
6,149,643.226,1595.33,1418.703,551.977,47.905,8.554,28
6,150,644.177,1595.167,1424.451,551.978,47.771,8.531,27
6,151,643.354,1588.06,1424.931,552.708,47.833,8.568,26
6,152,643.533,1595.042,1409.442,552.176,47.902,8.568,25
6,153,643.164,1582.233,1411.191,552.201,47.939,8.612,24
6,154,643.723,1592.63,1417.66,552.767,47.783,8.54,23
6,155,642.985,1598.051,1420.384,551.843,47.909,8.568,22
6,156,643.377,1590.309,1414.278,552.349,47.855,8.531,21
6,157,642.902,1592.829,1417.291,552.001,48.002,8.58,20
6,158,643.834,1594.801,1417.11,551.861,47.698,8.528,19
6,159,643.541,1589.517,1419.307,551.644,47.551,8.586,18
6,160,643.334,1589.387,1412.345,552.321,48.317,8.539,17
6,161,643.465,1597.094,1408.223,553.075,48.592,8.448,16
6,162,643.532,1590.005,1417.675,551.864,48.191,8.553,15
6,163,643.181,1592.265,1422.531,551.464,47.584,8.639,14
6,164,643.316,1592.477,1417.235,552.312,48.446,8.584,13
6,165,642.937,1587.564,1417.407,551.886,47.58,8.595,12
6,166,643.146,1599.147,1430.905,551.878,48.127,8.514,11
6,167,643.93,1591.255,1413.639,551.839,47.908,8.552,10
6,168,644.092,1590.181,1430.754,551.303,48.436,8.526,9
6,169,643.679,1591.436,1418.463,552.348,48.415,8.616,8
6,170,643.512,1594.208,1416.015,551.433,47.761,8.552,7
6,171,643.822,1585.899,1420.613,552.669,48.335,8.548,6
6,172,643.096,1595.461,1407.17,552.448,48.009,8.646,5
6,173,642.962,1597.369,1420.655,551.709,47.727,8.598,4
6,174,644.059,1600.913,1427.491,551.559,47.826,8.521,3
6,175,644.433,1590.735,1430.51,552.1,48.167,8.565,2
6,176,644.082,1593.862,1419.599,552.167,48.056,8.547,1
6,177,644.07,1593.744,1424.933,551.573,47.798,8.649,0
7,1,642.398,1583.453,1398.208,554.69,47.112,8.375,172
7,2,642.845,1584.82,1410.638,553.298,47.331,8.483,171
7,3,642.017,1583.965,1393.044,554.536,47.01,8.397,170
7,4,641.451,1591.259,1407.007,553.976,46.915,8.462,169
7,5,641.844,1580.623,1389.535,553.666,46.841,8.376,168
7,6,642.347,1583.557,1402.276,553.624,47.222,8.478,167
7,7,641.858,1586.611,1390.786,554.742,47.088,8.443,166
7,8,641.962,1587.536,1404.245,553.752,47.482,8.371,165
7,9,642.371,1583.546,1402.358,553.743,47.223,8.359,164
7,10,642.136,1585.302,1397.065,553.942,47.246,8.378,163
7,11,641.971,1581.122,1414.427,554.494,47.283,8.45,162
7,12,641.142,1574.934,1398.006,553.271,47.157,8.412,161
7,13,642.451,1580.632,1402.851,553.962,47.305,8.383,160
7,14,642.664,1584.793,1411.152,553.554,47.406,8.402,159
7,15,641.898,1587.759,1398.767,552.613,46.457,8.455,158
7,16,642.604,1592.802,1400.514,553.292,47.12,8.406,157
7,17,641.602,1591.872,1414.115,554.171,47.225,8.354,156
7,18,642.756,1585.607,1399.003,554.167,47.084,8.412,155
7,19,641.416,1589.676,1400.174,554.499,47.182,8.401,154
7,20,641.525,1588.393,1395.61,553.67,47.236,8.412,153
7,21,641.308,1584.457,1405.702,553.718,47.182,8.414,152
7,22,642.025,1581.286,1400.78,554.397,46.978,8.393,151
7,23,641.466,1589.202,1400.512,553.468,47.267,8.361,150
7,24,641.628,1579.625,1394.736,554.565,47.063,8.428,149
7,25,641.723,1588.533,1395.052,553.899,47.263,8.503,148
7,26,642.389,1583.153,1405.392,554.941,46.845,8.377,147
7,27,642.004,1583.887,1399.36,553.212,47.606,8.354,146
7,28,642.027,1589.769,1401.251,553.367,46.921,8.403,145
7,29,641.783,1586.439,1393.101,554.256,47.291,8.42,144
7,30,642.778,1583.899,1397.234,553.567,47.217,8.409,143
7,31,641.763,1577.59,1398.303,554.013,47.302,8.462,142
7,32,643.023,1588.753,1410.045,554.208,47.699,8.488,141
7,33,642.578,1588.575,1400.601,553.796,47.191,8.44,140
7,34,641.833,1585.02,1387.786,554.67,47.223,8.434,139
7,35,642.82,1587.02,1410.668,553.179,47.881,8.46,138
7,36,642.265,1591.555,1395.077,553.647,47.646,8.342,137
7,37,642.43,1588.019,1413.991,552.991,47.691,8.395,136
7,38,641.984,1581.038,1395.738,553.975,47.015,8.448,135
7,39,641.894,1581.111,1399.188,553.933,47.227,8.421,134
7,40,642.513,1590.33,1400.585,553.233,47.319,8.439,133
7,41,641.55,1582.476,1398.223,553.642,47.114,8.449,132
7,42,641.493,1579.758,1400.628,553.649,46.944,8.397,131
7,43,642.043,1584.542,1403.637,553.397,47.681,8.442,130
7,44,641.868,1586.532,1403.566,554.325,47.165,8.454,129
7,45,642.258,1592.16,1410.664,553.807,47.254,8.444,128
7,46,642.166,1592.955,1403.487,553.496,47.208,8.376,127
7,47,642.505,1582.994,1409.704,553.042,47.359,8.471,126
7,48,641.295,1594.388,1400.664,553.749,47.474,8.455,125
7,49,642.395,1590.346,1406.431,554.549,47.466,8.506,124
7,50,642.685,1579.175,1419.085,553.371,47.714,8.429,123
7,51,642.766,1583.687,1407.276,553.521,47.739,8.446,122
7,52,642.718,1577.827,1403.112,553.843,47.404,8.468,121
7,53,642.141,1586.721,1410.818,552.488,47.5,8.417,120
7,54,641.903,1587.916,1411.201,554.136,47.323,8.466,119
7,55,642.713,1586.264,1399.785,553.288,47.571,8.431,118
7,56,641.861,1579.918,1409.043,553.321,47.448,8.483,117
7,57,641.751,1586.522,1403.137,553.774,47.68,8.381,116
7,58,642.606,1590.873,1403.152,553.504,47.479,8.449,115
7,59,642.621,1589.038,1398.49,554.057,47.671,8.443,114
7,60,641.695,1586.379,1405.66,552.978,47.294,8.38,113
7,61,642.65,1587.548,1394.732,553.715,47.374,8.458,112
7,62,642.21,1583.725,1400.095,553.259,47.398,8.445,111
7,63,642.31,1585.285,1402.726,554.77,47.205,8.417,110
7,64,643.887,1588.709,1396.67,553.926,47.175,8.477,109
7,65,642.32,1585.314,1414.722,553.777,47.651,8.459,108
7,66,642.224,1589.566,1412.439,553.549,47.862,8.476,107
7,67,642.529,1588.175,1406.126,552.844,47.394,8.452,106
7,68,642.256,1588.569,1405.549,553.845,47.588,8.451,105
7,69,641.838,1594.43,1404.69,553.405,47.341,8.426,104
7,70,643.158,1592.861,1408.329,553.38,47.586,8.449,103
7,71,642.388,1588.719,1403.137,553.548,47.488,8.471,102
7,72,642.205,1590.257,1400.469,553.123,47.309,8.405,101
7,73,642.95,1583.591,1401.837,554.025,47.304,8.442,100
7,74,642.048,1590.85,1411.235,553.754,47.586,8.453,99
7,75,642.278,1584.309,1414.019,553.754,47.284,8.453,98
7,76,642.389,1583.108,1407.472,553.152,47.224,8.393,97
7,77,641.831,1586.187,1406.022,552.909,47.63,8.451,96
7,78,642.805,1586.993,1401.938,553.391,47.157,8.476,95
7,79,642.134,1591.45,1404.758,553.852,47.197,8.428,94
7,80,642.737,1592.512,1416.918,553.329,47.942,8.445,93
7,81,643.071,1584.115,1409.569,552.124,47.208,8.476,92
7,82,641.997,1589.645,1412.618,553.031,47.251,8.44,91
7,83,642.164,1587.586,1407.923,553.116,47.918,8.431,90
7,84,643.235,1583.88,1407.88,553.847,47.787,8.444,89
7,85,642.87,1589.784,1404.337,553.55,47.976,8.481,88
7,86,642.886,1590.843,1398.945,553.459,47.261,8.439,87
7,87,643.615,1587.197,1403.405,553.792,47.284,8.446,86
7,88,643.215,1588.436,1398.612,553.474,47.427,8.527,85
7,89,642.391,1592.526,1418.772,552.763,47.484,8.482,84
7,90,642.29,1589.458,1406.905,553.052,47.55,8.47,83
7,91,642.76,1586.038,1405.062,553.101,47.532,8.451,82
7,92,642.844,1581.231,1404.149,553.007,47.335,8.535,81
7,93,642.718,1589.254,1405.772,553.125,47.251,8.464,80
7,94,642.299,1587.495,1393.452,552.555,47.926,8.505,79
7,95,643.326,1594.213,1412.99,552.878,47.307,8.519,78
7,96,642.773,1598.696,1406.904,554.077,47.533,8.528,77
7,97,643.519,1584.687,1406.327,552.56,47.27,8.502,76
7,98,642.679,1589.047,1412.717,552.133,47.905,8.463,75
7,99,643.019,1591.379,1417.748,552.995,47.059,8.48,74
7,100,642.881,1584.818,1410.553,552.853,47.26,8.506,73
7,101,642.549,1587.389,1407.038,553.636,47.591,8.483,72
7,102,642.617,1590.926,1418.056,553.328,47.779,8.506,71
7,103,642.206,1585.63,1408.877,552.626,47.347,8.408,70
7,104,642.233,1588.169,1409.838,552.578,47.639,8.467,69
7,105,643.342,1588.609,1414.58,553.061,47.275,8.481,68
7,106,642.307,1588.884,1406.081,553.136,47.296,8.487,67
7,107,643.133,1593.008,1406.116,552.939,47.684,8.549,66
7,108,642.221,1585.795,1427.678,552.778,47.171,8.465,65
7,109,641.654,1590.465,1415.861,552.444,47.532,8.527,64
7,110,642.125,1584.277,1409.786,552.508,47.583,8.441,63
7,111,643.022,1589.029,1414.602,552.97,47.714,8.435,62
7,112,643.159,1588.365,1410.46,553.378,47.489,8.548,61
7,113,643.6,1592.762,1405.73,551.745,47.945,8.499,60
7,114,642.628,1594.509,1406.599,552.611,47.813,8.452,59
7,115,642.926,1594.234,1413.19,553.431,47.971,8.498,58
7,116,641.937,1585.518,1416.659,552.017,47.612,8.512,57
7,117,643.662,1587.705,1408.375,552.75,47.788,8.494,56
7,118,643.486,1586.873,1413.114,552.983,47.607,8.535,55
7,119,643.094,1593.29,1413.715,552.933,47.555,8.477,54
7,120,643.591,1592.741,1406.572,552.819,47.126,8.481,53
7,121,643.485,1589.764,1413.576,551.205,47.628,8.519,52
7,122,643.275,1594.179,1411.767,552.614,47.4,8.498,51
7,123,642.511,1583.004,1406.678,553.435,47.672,8.517,50
7,124,642.861,1583.299,1418.967,551.579,47.607,8.507,49
7,125,643.209,1587.622,1402.484,552.248,47.566,8.48,48
7,126,643.555,1585.74,1415.48,552.712,48.0,8.507,47
7,127,643.488,1589.972,1416.444,551.865,47.107,8.528,46
7,128,643.34,1592.63,1410.852,553.345,47.658,8.531,45
7,129,643.427,1597.67,1412.264,552.257,47.405,8.578,44
7,130,643.362,1592.675,1433.031,552.729,47.461,8.509,43
7,131,642.747,1589.347,1412.081,552.257,47.445,8.582,42
7,132,643.334,1590.096,1419.209,552.769,47.869,8.547,41
7,133,643.274,1593.748,1419.348,552.598,47.752,8.583,40
7,134,643.012,1592.7,1417.481,552.195,47.612,8.509,39
7,135,643.019,1585.372,1411.256,552.617,48.137,8.546,38
7,136,642.085,1593.838,1411.985,552.693,47.824,8.518,37
7,137,643.222,1591.253,1423.57,552.44,48.106,8.564,36
7,138,643.583,1584.266,1422.374,552.204,48.02,8.489,35
7,139,642.763,1599.387,1410.102,552.989,47.878,8.513,34
7,140,643.29,1586.347,1415.933,551.857,47.756,8.568,33
7,141,643.439,1585.694,1421.297,552.378,47.727,8.562,32
7,142,643.263,1587.03,1427.447,552.355,47.849,8.518,31
7,143,643.884,1589.664,1407.263,552.007,48.208,8.569,30
7,144,643.252,1597.328,1421.195,552.196,47.842,8.55,29
7,145,643.007,1591.924,1418.732,551.468,47.843,8.526,28
7,146,643.858,1584.6,1414.767,552.054,48.138,8.538,27
7,147,644.218,1594.698,1414.77,552.397,47.816,8.575,26
7,148,642.825,1588.827,1420.142,552.872,47.362,8.597,25
7,149,643.376,1584.658,1399.574,551.477,47.914,8.541,24
7,150,643.738,1590.068,1411.114,552.017,47.935,8.555,23
7,151,643.113,1595.945,1414.211,551.771,47.798,8.59,22
7,152,643.423,1589.634,1423.675,553.26,47.994,8.598,21
7,153,643.963,1590.063,1418.457,551.529,47.897,8.525,20
7,154,643.33,1589.559,1416.755,552.418,47.926,8.477,19
7,155,643.191,1586.555,1420.122,552.386,48.027,8.521,18
7,156,643.652,1590.826,1412.009,552.487,48.175,8.592,17
7,157,643.282,1597.498,1416.058,552.425,47.85,8.547,16
7,158,642.482,1591.648,1419.748,551.875,48.425,8.511,15
7,159,643.332,1589.31,1416.002,552.577,48.363,8.531,14
7,160,643.276,1588.376,1427.405,552.604,47.974,8.504,13
7,161,643.028,1593.763,1423.047,550.992,47.928,8.626,12
7,162,643.533,1599.114,1423.83,551.464,47.942,8.558,11
7,163,643.218,1589.352,1429.161,551.499,48.293,8.547,10
7,164,643.65,1595.554,1416.714,552.253,47.519,8.584,9
7,165,642.566,1592.476,1425.617,552.262,47.714,8.521,8
7,166,643.382,1594.204,1408.487,551.926,48.124,8.558,7
7,167,643.944,1594.431,1417.616,550.945,48.087,8.533,6
7,168,643.462,1595.529,1429.557,551.876,48.2,8.514,5
7,169,643.848,1593.45,1428.617,551.606,48.009,8.616,4
7,170,643.712,1589.332,1436.74,551.318,48.061,8.589,3
7,171,643.889,1593.085,1420.511,551.721,47.805,8.663,2
7,172,643.685,1596.31,1419.802,551.642,47.978,8.516,1
7,173,643.728,1592.372,1429.029,551.202,47.956,8.544,0
8,1,642.65,1581.526,1403.382,554.484,47.164,8.345,197
8,2,641.388,1588.448,1392.459,554.194,47.23,8.415,196
8,3,642.216,1581.282,1394.188,554.353,47.044,8.29,195
8,4,642.297,1580.881,1402.866,554.69,47.207,8.44,194
8,5,642.076,1591.386,1393.716,553.987,47.372,8.393,193
8,6,642.528,1583.319,1412.532,555.049,47.275,8.423,192
8,7,642.548,1580.311,1392.274,554.614,47.274,8.392,191
8,8,642.02,1575.529,1399.035,553.606,47.437,8.441,190
8,9,642.277,1586.669,1391.229,554.274,47.366,8.452,189
8,10,642.974,1578.332,1397.919,553.604,47.253,8.403,188
8,11,641.918,1589.228,1393.68,553.451,46.956,8.388,187
8,12,641.474,1584.94,1399.335,553.574,47.432,8.4,186
8,13,642.508,1584.371,1400.225,553.682,47.213,8.432,185
8,14,641.849,1587.243,1395.537,554.338,47.072,8.437,184
8,15,642.065,1591.271,1393.534,553.216,47.065,8.348,183
8,16,641.419,1587.693,1400.48,553.71,47.124,8.38,182
8,17,642.788,1582.284,1392.621,554.343,47.169,8.486,181
8,18,641.813,1588.631,1407.096,553.679,47.039,8.435,180
8,19,642.312,1579.625,1393.883,552.666,47.376,8.395,179
8,20,641.985,1578.523,1394.118,553.69,47.061,8.41,178
8,21,642.325,1594.389,1400.64,554.482,47.024,8.339,177
8,22,641.908,1578.942,1400.903,553.528,46.745,8.476,176
